38506-0001-Data
FIPS,YEAR,REG_VOTERS (use 2020 ONLY),"REG_VOTER_TURNOUT_PCT (Average 12, 16, 20 result for EACH county)",,,,,,,,,,,,,,
19151,2020,5144,0.748055994511,,,,,,,,,,,,,,
19153,2012,295607,0.778249502182,,,,,,,,,,,,,,
19153,2016,308850,0.755658090115,,,,,,,,,,,,,,
19153,2020,330982,0.785640895367,,,,,,,,,,,,,,
19155,2012,64361,0.659918248653,,,,,,,,,,,,,,
19155,2016,63665,0.676321387291,,,,,,,,,,,,,,
19155,2020,66167,0.694334030151,,,,,,,,,,,,,,
19157,2012,15230,0.658896923065,,,,,,,,,,,,,,
19157,2016,14781,0.670861244202,,,,,,,,,,,,,,
19157,2020,14530,0.701858222485,,,,,,,,,,,,,,
19159,2012,3307,0.791956484318,,,,,,,,,,,,,,
19159,2016,3362,0.818560361862,,,,,,,,,,,,,,
19159,2020,3342,0.821364462376,,,,,,,,,,,,,,
19161,2012,7915,0.672394216061,,,,,,,,,,,,,,
19161,2016,7506,0.700373053551,,,,,,,,,,,,,,
19161,2020,7280,0.764835178852,,,,,,,,,,,,,,
19163,2012,130922,0.691274166107,,,,,,,,,,,,,,
19163,2016,129869,0.672108054161,,,,,,,,,,,,,,
19163,2020,133102,0.69911044836,,,,,,,,,,,,,,
19165,2012,9409,0.695929408073,,,,,,,,,,,,,,
19165,2016,8430,0.764887332916,,,,,,,,,,,,,,
19165,2020,8709,0.784131348133,,,,,,,,,,,,,,
19167,2012,21231,0.817389667034,,,,,,,,,,,,,,
19167,2016,22776,0.804882347584,,,,,,,,,,,,,,
19167,2020,23029,0.831907570362,,,,,,,,,,,,,,
19169,2012,72158,0.655020952225,,,,,,,,,,,,,,
19169,2016,72690,0.701251864433,,,,,,,,,,,,,,
19169,2020,71955,0.712292432785,,,,,,,,,,,,,,
19171,2012,12669,0.715683937073,,,,,,,,,,,,,,
19171,2016,12158,0.729231774807,,,,,,,,,,,,,,
19171,2020,11760,0.773639440536,,,,,,,,,,,,,,
19173,2012,4622,0.653180420399,,,,,,,,,,,,,,
19173,2016,4377,0.700251340866,,,,,,,,,,,,,,
19173,2020,4121,0.793496727943,,,,,,,,,,,,,,
19175,2012,8388,0.71316164732,,,,,,,,,,,,,,
19175,2016,8359,0.704031586647,,,,,,,,,,,,,,
19175,2020,8489,0.731652736664,,,,,,,,,,,,,,
19177,2012,5407,0.665618658066,,,,,,,,,,,,,,
19177,2016,5310,0.677024483681,,,,,,,,,,,,,,
19177,2020,5034,0.755661487579,,,,,,,,,,,,,,
19179,2012,24487,0.646751344204,,,,,,,,,,,,,,
19179,2016,23705,0.644463181496,,,,,,,,,,,,,,
19179,2020,22268,0.706619381905,,,,,,,,,,,,,,
19181,2012,34533,0.758231282234,,,,,,,,,,,,,,
19181,2016,36663,0.750265955925,,,,,,,,,,,,,,
19181,2020,38102,0.81993073225,,,,,,,,,,,,,,
19183,2012,14996,0.738330245018,,,,,,,,,,,,,,
19183,2016,15472,0.716907978058,,,,,,,,,,,,,,
19183,2020,15577,0.758811056614,,,,,,,,,,,,,,
19185,2012,4060,0.717980325222,,,,,,,,,,,,,,
19185,2016,3956,0.755561172962,,,,,,,,,,,,,,
19185,2020,3885,0.806177616119,,,,,,,,,,,,,,
19187,2012,26830,0.685538589954,,,,,,,,,,,,,,
19187,2016,27978,0.628815472126,,,,,,,,,,,,,,
19187,2020,25956,0.691824615002,,,,,,,,,,,,,,
19189,2012,8297,0.717608749866,,,,,,,,,,,,,,
19189,2016,8145,0.719950914383,,,,,,,,,,,,,,
19189,2020,8043,0.747730970383,,,,,,,,,,,,,,
19191,2012,15756,0.708174645901,,,,,,,,,,,,,,
19191,2016,15175,0.758550226688,,,,,,,,,,,,,,
19191,2020,15699,0.77361613512,,,,,,,,,,,,,,
19193,2012,66809,0.677932620049,,,,,,,,,,,,,,
19193,2016,64213,0.687820196152,,,,,,,,,,,,,,
19193,2020,65508,0.697624742985,,,,,,,,,,,,,,
19195,2012,5904,0.711720883846,,,,,,,,,,,,,,
19195,2016,5944,0.724259734154,,,,,,,,,,,,,,
19195,2020,5670,0.782363295555,,,,,,,,,,,,,,
19197,2012,9692,0.65053653717,,,,,,,,,,,,,,
19197,2016,8809,0.691565454006,,,,,,,,,,,,,,
19197,2020,8261,0.76358795166,,,,,,,,,,,,,,
20001,2012,8744,0.632776737213,,,,,,,,,,,,,,
20001,2016,8500,0.66894119978,,,,,,,,,,,,,,
20001,2020,8995,0.660255670547,,,,,,,,,,,,,,
20003,2012,5362,0.636516213417,,,,,,,,,,,,,,
20003,2016,5339,0.646937608719,,,,,,,,,,,,,,
20003,2020,5747,0.66713064909,,,,,,,,,,,,,,
20005,2012,10908,0.63127976656,,,,,,,,,,,,,,
20005,2016,11145,0.615612387657,,,,,,,,,,,,,,
20005,2020,12023,0.620643794537,,,,,,,,,,,,,,
20007,2012,3258,0.733271956444,,,,,,,,,,,,,,
20007,2016,2934,0.78425359726,,,,,,,,,,,,,,
20007,2020,2946,0.801086246967,,,,,,,,,,,,,,
20009,2012,17229,0.611933350563,,,,,,,,,,,,,,
20009,2016,17227,0.606896162033,,,,,,,,,,,,,,
20009,2020,16427,0.681986987591,,,,,,,,,,,,,,
20011,2012,10996,0.584485292435,,,,,,,,,,,,,,
20011,2016,11540,0.546967089176,,,,,,,,,,,,,,
20011,2020,11927,0.565020561218,,,,,,,,,,,,,,
20013,2012,6673,0.612618029118,,,,,,,,,,,,,,
20013,2016,6083,0.685352623463,,,,,,,,,,,,,,
20013,2020,6282,0.716491580009,,,,,,,,,,,,,,
20015,2012,41729,0.638261139393,,,,,,,,,,,,,,
20015,2016,41528,0.682840466499,,,,,,,,,,,,,,
20015,2020,45488,0.710341215134,,,,,,,,,,,,,,
20017,2012,1959,0.656457364559,,,,,,,,,,,,,,
20017,2016,1813,0.779922783375,,,,,,,,,,,,,,
20017,2020,1862,0.807733595371,,,,,,,,,,,,,,
20019,2012,2515,0.667196810246,,,,,,,,,,,,,,
20019,2016,2308,0.661178529263,,,,,,,,,,,,,,
20019,2020,2465,0.670588254929,,,,,,,,,,,,,,
20021,2012,12338,0.71567517519,,,,,,,,,,,,,,
20021,2016,16802,0.527496755123,,,,,,,,,,,,,,
20021,2020,14347,0.639715611935,,,,,,,,,,,,,,
20023,2012,1908,0.769916117191,,,,,,,,,,,,,,
20023,2016,1892,0.760042309761,,,,,,,,,,,,,,
20023,2020,1962,0.909785926342,,,,,,,,,,,,,,
20025,2012,1549,0.677211105824,,,,,,,,,,,,,,
20025,2016,1480,0.702027022839,,,,,,,,,,,,,,
20025,2020,1525,0.706229507923,,,,,,,,,,,,,,
20027,2012,5893,0.636857271194,,,,,,,,,,,,,,
20027,2016,5722,0.695735752583,,,,,,,,,,,,,,
20027,2020,5832,0.723765432835,,,,,,,,,,,,,,
20029,2012,6291,0.665712952614,,,,,,,,,,,,,,
20029,2016,5965,0.669237196445,,,,,,,,,,,,,,
20029,2020,6044,0.707974851131,,,,,,,,,,,,,,
20031,2012,6136,0.647816181183,,,,,,,,,,,,,,
20031,2016,6132,0.682648420334,,,,,,,,,,,,,,
20031,2020,6269,0.733928859234,,,,,,,,,,,,,,
20033,2012,1252,0.761182129383,,,,,,,,,,,,,,
20033,2016,1130,0.822123885155,,,,,,,,,,,,,,
20033,2020,1088,0.856617629528,,,,,,,,,,,,,,
20035,2012,20898,0.622499763966,,,,,,,,,,,,,,
20035,2016,19771,0.660361111164,,,,,,,,,,,,,,
20035,2020,20443,0.705865085125,,,,,,,,,,,,,,
20037,2012,23838,0.644433259964,,,,,,,,,,,,,,
20037,2016,24500,0.62995916605,,,,,,,,,,,,,,
20037,2020,25553,0.658122360706,,,,,,,,,,,,,,
20039,2012,2032,0.781496047974,,,,,,,,,,,,,,
20039,2016,2108,0.711100578308,,,,,,,,,,,,,,
20039,2020,2235,0,,,,,,,,,,,,,,
20041,2012,13058,0.627890944481,,,,,,,,,,,,,,
20041,2016,12792,0.658849298954,,,,,,,,,,,,,,
20041,2020,13396,0.707823216915,,,,,,,,,,,,,,
20043,2012,4768,0.741401016712,,,,,,,,,,,,,,
20043,2016,4887,0.713730275631,,,,,,,,,,,,,,
20043,2020,4698,0.795231997967,,,,,,,,,,,,,,
20045,2012,78752,0.62679040432,,,,,,,,,,,,,,
20045,2016,79932,0.652604699135,,,,,,,,,,,,,,
20045,2020,81709,0.736026644707,,,,,,,,,,,,,,
20047,2012,1921,0.740760028362,,,,,,,,,,,,,,
20047,2016,1892,0.713002085686,,,,,,,,,,,,,,
20047,2020,1925,0.748571455479,,,,,,,,,,,,,,
20049,2012,1884,0.747346043587,,,,,,,,,,,,,,
20049,2016,1816,0.730726897717,,,,,,,,,,,,,,
20049,2020,1819,0.825728416443,,,,,,,,,,,,,,
20051,2012,18271,0.654260873795,,,,,,,,,,,,,,
20051,2016,18007,0.680513143539,,,,,,,,,,,,,,
20051,2020,18821,0.739227473736,,,,,,,,,,,,,,
20053,2012,4159,0.664342403412,,,,,,,,,,,,,,
20053,2016,4118,0.671928107738,,,,,,,,,,,,,,
20053,2020,3993,0.713749051094,,,,,,,,,,,,,,
20055,2012,16532,0.554621338844,,,,,,,,,,,,,,
20055,2016,18546,0.568478405476,,,,,,,,,,,,,,
20055,2020,20876,0.569697260857,,,,,,,,,,,,,,
20057,2012,15277,0.565556049347,,,,,,,,,,,,,,
20057,2016,15530,0.511461675167,,,,,,,,,,,,,,
20057,2020,14957,0.618305802345,,,,,,,,,,,,,,
20059,2012,17109,0.643637835979,,,,,,,,,,,,,,
20059,2016,17626,0.64217633009,,,,,,,,,,,,,,
20059,2020,18937,0.663304626942,,,,,,,,,,,,,,
20061,2012,14728,0.558527946472,,,,,,,,,,,,,,
20061,2016,15118,0.553181648254,,,,,,,,,,,,,,
20061,2020,16971,0.570797264576,,,,,,,,,,,,,,
20063,2012,1925,0.713766217232,,,,,,,,,,,,,,
20063,2016,1921,0.724102020264,,,,,,,,,,,,,,
20063,2020,1846,0.233477786183,,,,,,,,,,,,,,
20065,2012,2007,0.685102164745,,,,,,,,,,,,,,
20065,2016,1802,0.733074367046,,,,,,,,,,,,,,
20065,2020,1841,0.732753932476,,,,,,,,,,,,,,
20067,2012,4112,0.575145900249,,,,,,,,,,,,,,
20067,2016,3498,0.703258991241,,,,,,,,,,,,,,
20067,2020,3716,0.012648008764,,,,,,,,,,,,,,
20069,2012,2970,0.669023573399,,,,,,,,,,,,,,
20069,2016,2999,0.707235753536,,,,,,,,,,,,,,
20069,2020,3145,0.736406981945,,,,,,,,,,,,,,
20071,2012,954,0.726415097713,,,,,,,,,,,,,,
20071,2016,855,0.784795343876,,,,,,,,,,,,,,
20071,2020,866,0.745958447456,,,,,,,,,,,,,,
20073,2012,4899,0.581343114376,,,,,,,,,,,,,,
20073,2016,4824,0.603441119194,,,,,,,,,,,,,,
20073,2020,4978,0.767376482487,,,,,,,,,,,,,,
20075,2012,1279,0.686473786831,,,,,,,,,,,,,,
20075,2016,1275,0.704313755035,,,,,,,,,,,,,,
20075,2020,1349,0.641215741634,,,,,,,,,,,,,,
20077,2012,4244,0.601790785789,,,,,,,,,,,,,,
20077,2016,4125,0.639515161514,,,,,,,,,,,,,,
20077,2020,3621,0.744269549847,,,,,,,,,,,,,,
20079,2012,22103,0.663575053215,,,,,,,,,,,,,,
20079,2016,21532,0.716840028763,,,,,,,,,,,,,,
20079,2020,23869,0.732372522354,,,,,,,,,,,,,,
20081,2012,2433,0.584874629974,,,,,,,,,,,,,,
20081,2016,2362,0.586790859699,,,,,,,,,,,,,,
20081,2020,2440,0.584016382694,,,,,,,,,,,,,,
20083,2012,1514,0.712681651115,,,,,,,,,,,,,,
20083,2016,1400,0.751428544521,,,,,,,,,,,,,,
20083,2020,1324,0.795317232609,,,,,,,,,,,,,,
20085,2012,8746,0.650125801563,,,,,,,,,,,,,,
20085,2016,8441,0.718042910099,,,,,,,,,,,,,,
20085,2020,8990,0.737374842167,,,,,,,,,,,,,,
20087,2012,12977,0.632966041565,,,,,,,,,,,,,,
20087,2016,13156,0.657570719719,,,,,,,,,,,,,,
20087,2020,12769,0.776255011559,,,,,,,,,,,,,,
20089,2012,2381,0.644267141819,,,,,,,,,,,,,,
20089,2016,2150,0.705581367016,,,,,,,,,,,,,,
20089,2020,2229,0.737999081612,,,,,,,,,,,,,,
20091,2012,383491,0.724473297596,,,,,,,,,,,,,,
20091,2016,397959,0.753120303154,,,,,,,,,,,,,,
20091,2020,448588,0.781897842884,,,,,,,,,,,,,,
20093,2012,2220,0.639639616013,,,,,,,,,,,,,,
20093,2016,2128,0.666353404522,,,,,,,,,,,,,,
20093,2020,2240,0.658035695553,,,,,,,,,,,,,,
20095,2012,5472,0.608552634716,,,,,,,,,,,,,,
20095,2016,5176,0.660548686981,,,,,,,,,,,,,,
20095,2020,5160,0.767248034477,,,,,,,,,,,,,,
20097,2012,1615,0.092879258096,,,,,,,,,,,,,,
20097,2016,1539,0.737491905689,,,,,,,,,,,,,,
20097,2020,1430,0.822377622128,,,,,,,,,,,,,,
20099,2012,16372,0.500794053078,,,,,,,,,,,,,,
20099,2016,16004,0.524306416512,,,,,,,,,,,,,,
20099,2020,13966,0.617786049843,,,,,,,,,,,,,,
20101,2012,1359,0.699779272079,,,,,,,,,,,,,,
20101,2016,1309,0.689839601517,,,,,,,,,,,,,,
20101,2020,1133,0.800529539585,,,,,,,,,,,,,,
20103,2012,46128,0.64570325613,,,,,,,,,,,,,,
20103,2016,50067,0.622086405754,,,,,,,,,,,,,,
20103,2020,50227,0.732195854187,,,,,,,,,,,,,,
20105,2012,2241,0.672021448612,,,,,,,,,,,,,,
20105,2016,2163,0.704576969147,,,,,,,,,,,,,,
20105,2020,2182,0.729147553444,,,,,,,,,,,,,,
20107,2012,7206,0.636275351048,,,,,,,,,,,,,,
20107,2016,6720,0.67663693428,,,,,,,,,,,,,,
20107,2020,7226,0.701217830181,,,,,,,,,,,,,,
20109,2012,1907,0.729942321777,,,,,,,,,,,,,,
20109,2016,1849,0.751216888428,,,,,,,,,,,,,,
20109,2020,1871,0.784607172012,,,,,,,,,,,,,,
20111,2012,20399,0.59551936388,,,,,,,,,,,,,,
20111,2016,19616,0.654771625996,,,,,,,,,,,,,,
20111,2020,20249,0.697022080421,,,,,,,,,,,,,,
20113,2012,15681,0.808813214302,,,,,,,,,,,,,,
20113,2016,16878,0.781253695488,,,,,,,,,,,,,,
20113,2020,18083,0.886578559875,,,,,,,,,,,,,,
20115,2012,7801,0.101653635502,,,,,,,,,,,,,,
20115,2016,7825,0.742875397205,,,,,,,,,,,,,,
20115,2020,7930,0.778057992458,,,,,,,,,,,,,,
20117,2012,7072,0.693014681339,,,,,,,,,,,,,,
20117,2016,6449,0.752674818039,,,,,,,,,,,,,,
20117,2020,6855,0.753464639187,,,,,,,,,,,,,,
20119,2012,3073,0.590628027916,,,,,,,,,,,,,,
20119,2016,3236,0.542027175426,,,,,,,,,,,,,,
20119,2020,3397,0.543715059757,,,,,,,,,,,,,,
20121,2012,21793,0.694626688957,,,,,,,,,,,,,,
20121,2016,21832,0.709005117416,,,,,,,,,,,,,,
20121,2020,24697,0.731505870819,,,,,,,,,,,,,,
20123,2012,4261,0.720957517624,,,,,,,,,,,,,,
20123,2016,4135,0.18911729753,,,,,,,,,,,,,,
20123,2020,4215,0.598339259624,,,,,,,,,,,,,,
20125,2012,20353,0.625460624695,,,,,,,,,,,,,,
20125,2016,19219,0.641812801361,,,,,,,,,,,,,,
20125,2020,20252,0.667687118053,,,,,,,,,,,,,,
20127,2012,3982,0.657207429409,,,,,,,,,,,,,,
20127,2016,3825,0.708496749401,,,,,,,,,,,,,,
20127,2020,3921,0.747513413429,,,,,,,,,,,,,,
20129,2012,1958,0.674157321453,,,,,,,,,,,,,,
20129,2016,1951,0.636084079742,,,,,,,,,,,,,,
20129,2020,2028,0.601084828377,,,,,,,,,,,,,,
20131,2012,7534,0.679984092712,,,,,,,,,,,,,,
20131,2016,7247,0.729819238186,,,,,,,,,,,,,,
20131,2020,7374,0.777054488659,,,,,,,,,,,,,,
20133,2012,11480,0.576132416725,,,,,,,,,,,,,,
20133,2016,11348,0.571113824844,,,,,,,,,,,,,,
20133,2020,11109,0.623008370399,,,,,,,,,,,,,,
20135,2012,2076,0.713391125202,,,,,,,,,,,,,,
20135,2016,1974,0.754305958748,,,,,,,,,,,,,,
20135,2020,1922,0.793964624405,,,,,,,,,,,,,,
20137,2012,3367,0.718740701675,,,,,,,,,,,,,,
20137,2016,3283,0.705756902695,,,,,,,,,,,,,,
20137,2020,3420,0.71111112833,,,,,,,,,,,,,,
20139,2012,10842,0.649326682091,,,,,,,,,,,,,,
20139,2016,10774,0.686653077602,,,,,,,,,,,,,,
20139,2020,11848,0.696151256561,,,,,,,,,,,,,,
20141,2012,2935,0.132538333535,,,,,,,,,,,,,,
20141,2016,2719,0.690327346325,,,,,,,,,,,,,,
20141,2020,2764,0.707670032978,,,,,,,,,,,,,,
20143,2012,4413,0.684794902802,,,,,,,,,,,,,,
20143,2016,4329,0.692307710648,,,,,,,,,,,,,,
20143,2020,4322,0.751503944397,,,,,,,,,,,,,,
20145,2012,3964,0.67507570982,,,,,,,,,,,,,,
20145,2016,3857,0.718434035778,,,,,,,,,,,,,,
20145,2020,3858,0.378434419632,,,,,,,,,,,,,,
20147,2012,3884,0.681771397591,,,,,,,,,,,,,,
20147,2016,3644,0.748902320862,,,,,,,,,,,,,,
20147,2020,3863,0.725342988968,,,,,,,,,,,,,,
20149,2012,13449,0.725853204727,,,,,,,,,,,,,,
20149,2016,14177,0.787049472332,,,,,,,,,,,,,,
20149,2020,16871,0.783830225468,,,,,,,,,,,,,,
20151,2012,6131,0.640678524971,,,,,,,,,,,,,,
20151,2016,5857,0.680553197861,,,,,,,,,,,,,,
20151,2020,5291,0.790965795517,,,,,,,,,,,,,,
20153,2012,2074,0.717936336994,,,,,,,,,,,,,,
20153,2016,2077,0.723158419132,,,,,,,,,,,,,,
20153,2020,2023,0.750370740891,,,,,,,,,,,,,,
20155,2012,41591,0.607607424259,,,,,,,,,,,,,,
20155,2016,40735,0.615883171558,,,,,,,,,,,,,,
20155,2020,41250,0.68334543705,,,,,,,,,,,,,,
20157,2012,3800,0.73263156414,,,,,,,,,,,,,,
20157,2016,3683,0.699701309204,,,,,,,,,,,,,,
20157,2020,3440,0.776453495026,,,,,,,,,,,,,,
20159,2012,7792,0.488064676523,,,,,,,,,,,,,,
20159,2016,5852,0.648325383663,,,,,,,,,,,,,,
20159,2020,6364,0.772470116615,,,,,,,,,,,,,,
20161,2012,34625,0.62977617979,,,,,,,,,,,,,,
20161,2016,33120,0.688737928867,,,,,,,,,,,,,,
20161,2020,37744,0.675365626812,,,,,,,,,,,,,,
20163,2012,3735,0.717001318932,,,,,,,,,,,,,,
20163,2016,3400,0.713529407978,,,,,,,,,,,,,,
20163,2020,3696,0.726461052895,,,,,,,,,,,,,,
20165,2012,2307,0.704811453819,,,,,,,,,,,,,,
20165,2016,2117,0.737836539745,,,,,,,,,,,,,,
20165,2020,2251,0.742336750031,,,,,,,,,,,,,,
20167,2012,4464,0.736559152603,,,,,,,,,,,,,,
20167,2016,4429,0.737186729908,,,,,,,,,,,,,,
20167,2020,4597,0.760278463364,,,,,,,,,,,,,,
20169,2012,36259,0.616564154625,,,,,,,,,,,,,,
20169,2016,34959,0.649160444736,,,,,,,,,,,,,,
20169,2020,37946,0.652769744396,,,,,,,,,,,,,,
20171,2012,3091,0.679391801357,,,,,,,,,,,,,,
20171,2016,3264,0.688419103622,,,,,,,,,,,,,,
20171,2020,3497,0.241921648383,,,,,,,,,,,,,,
20173,2012,274369,0.68260627985,,,,,,,,,,,,,,
20173,2016,286612,0.682965099812,,,,,,,,,,,,,,
20173,2020,316973,0.712272047997,,,,,,,,,,,,,,
20175,2012,10179,0.528244435787,,,,,,,,,,,,,,
20175,2016,10367,0.503327846527,,,,,,,,,,,,,,
20175,2020,10679,0.499391317368,,,,,,,,,,,,,,
20177,2012,110322,0.160167515278,,,,,,,,,,,,,,
20177,2016,107993,0.725565552711,,,,,,,,,,,,,,
20177,2020,115904,0.745875895023,,,,,,,,,,,,,,
20179,2012,1837,0.752857923508,,,,,,,,,,,,,,
20179,2016,1813,0.779922783375,,,,,,,,,,,,,,
20179,2020,1916,0.758350729942,,,,,,,,,,,,,,
20181,2012,3938,0.688166558743,,,,,,,,,,,,,,
20181,2016,3829,0.698354661465,,,,,,,,,,,,,,
20181,2020,3882,0.706852138042,,,,,,,,,,,,,,
20183,2012,3082,0.800454258919,,,,,,,,,,,,,,
20183,2016,2891,0.730197191238,,,,,,,,,,,,,,
20183,2020,2782,0.763838946819,,,,,,,,,,,,,,
20185,2012,2744,0.682215750217,,,,,,,,,,,,,,
20185,2016,2644,0.737140715122,,,,,,,,,,,,,,
20185,2020,2525,0.818217813969,,,,,,,,,,,,,,
20187,2012,1234,0.613452196121,,,,,,,,,,,,,,
20187,2016,1209,0.666666686535,,,,,,,,,,,,,,
20187,2020,1108,0.690433204174,,,,,,,,,,,,,,
20189,2012,2913,0.724682450294,,,,,,,,,,,,,,
20189,2016,2945,0.652971148491,,,,,,,,,,,,,,
20189,2020,3195,0.645070433617,,,,,,,,,,,,,,
20191,2012,15705,0.597198367119,,,,,,,,,,,,,,
20191,2016,16324,0.612227380276,,,,,,,,,,,,,,
20191,2020,17533,0.624878823757,,,,,,,,,,,,,,
20193,2012,4514,0.787106752396,,,,,,,,,,,,,,
20193,2016,4517,0.820234656334,,,,,,,,,,,,,,
20193,2020,5238,0.711531102657,,,,,,,,,,,,,,
20195,2012,2250,0.720888912678,,,,,,,,,,,,,,
20195,2016,2170,0.701382517815,,,,,,,,,,,,,,
20195,2020,2138,0.767072021961,,,,,,,,,,,,,,
20197,2012,4534,0.746801912785,,,,,,,,,,,,,,
20197,2016,4744,0.73903876543,,,,,,,,,,,,,,
20197,2020,5223,0.754355728626,,,,,,,,,,,,,,
20199,2012,1097,0.74749314785,,,,,,,,,,,,,,
20199,2016,1047,0.78892070055,,,,,,,,,,,,,,
20199,2020,1118,0.741502702236,,,,,,,,,,,,,,
20201,2012,4080,0.709803938866,,,,,,,,,,,,,,
20201,2016,3322,0.849488258362,,,,,,,,,,,,,,
20201,2020,3581,0.834683060646,,,,,,,,,,,,,,
20203,2012,1416,0.709039568901,,,,,,,,,,,,,,
20203,2016,1354,0.717134416103,,,,,,,,,,,,,,
20203,2020,1407,0.699360370636,,,,,,,,,,,,,,
20205,2012,5845,0.641916155815,,,,,,,,,,,,,,
20205,2016,4929,0.753296792507,,,,,,,,,,,,,,
20205,2020,5298,0.752736866474,,,,,,,,,,,,,,
20207,2012,2277,0.643829584122,,,,,,,,,,,,,,
20207,2016,2217,0.672530472279,,,,,,,,,,,,,,
20207,2020,2193,0.713634312153,,,,,,,,,,,,,,
20209,2012,84208,0.613742172718,,,,,,,,,,,,,,
20209,2016,77659,0.647639036179,,,,,,,,,,,,,,
20209,2020,90434,0.633345842361,,,,,,,,,,,,,,
21001,2012,12762,0.604842483997,,,,,,,,,,,,,,
21001,2016,13622,0.611657619476,,,,,,,,,,,,,,
21001,2020,14031,0.63530755043,,,,,,,,,,,,,,
21003,2012,13232,0.541188001633,,,,,,,,,,,,,,
21003,2016,14426,0.56730902195,,,,,,,,,,,,,,
21003,2020,15779,0.597186148167,,,,,,,,,,,,,,
21005,2012,16436,0.634886860847,,,,,,,,,,,,,,
21005,2016,17722,0.652465879917,,,,,,,,,,,,,,
21005,2020,18879,0.705704748631,,,,,,,,,,,,,,
21007,2012,6103,0.645092606544,,,,,,,,,,,,,,
21007,2016,6406,0.647830188274,,,,,,,,,,,,,,
21007,2020,6627,0.640410423279,,,,,,,,,,,,,,
21009,2012,28405,0.590741038322,,,,,,,,,,,,,,
21009,2016,30762,0.610493481159,,,,,,,,,,,,,,
21009,2020,32753,0.616890072823,,,,,,,,,,,,,,
21011,2012,8748,0.495999097824,,,,,,,,,,,,,,
21011,2016,9213,0.510040163994,,,,,,,,,,,,,,
21011,2020,9727,0.584969699383,,,,,,,,,,,,,,
21013,2012,19753,0.481800228357,,,,,,,,,,,,,,
21013,2016,21139,0.466625660658,,,,,,,,,,,,,,
21013,2020,21276,0.475888311863,,,,,,,,,,,,,,
21015,2012,87325,0.60439735651,,,,,,,,,,,,,,
21015,2016,98668,0.590363621712,,,,,,,,,,,,,,
21015,2020,112540,0.597272098064,,,,,,,,,,,,,,
21017,2012,13496,0.595361590385,,,,,,,,,,,,,,
21017,2016,14651,0.608217895031,,,,,,,,,,,,,,
21017,2020,15117,0.643315494061,,,,,,,,,,,,,,
21019,2012,36498,0.531535983086,,,,,,,,,,,,,,
21019,2016,39269,0.531360626221,,,,,,,,,,,,,,
21019,2020,41063,0.535932600498,,,,,,,,,,,,,,
21021,2012,20099,0.62003082037,,,,,,,,,,,,,,
21021,2016,21602,0.607952952385,,,,,,,,,,,,,,
21021,2020,23279,0.627217650414,,,,,,,,,,,,,,
21023,2012,6149,0.545129299164,,,,,,,,,,,,,,
21023,2016,6303,0.575916230679,,,,,,,,,,,,,,
21023,2020,6802,0.625110268593,,,,,,,,,,,,,,
21025,2012,11343,0.459754914045,,,,,,,,,,,,,,
21025,2016,11701,0.506366968155,,,,,,,,,,,,,,
21025,2020,11503,0.462748855352,,,,,,,,,,,,,,
21027,2012,14219,0.567550480366,,,,,,,,,,,,,,
21027,2016,14989,0.593635320663,,,,,,,,,,,,,,
21027,2020,16162,0.635193645954,,,,,,,,,,,,,,
21029,2012,53128,0.602921247482,,,,,,,,,,,,,,
21029,2016,57947,0.628436326981,,,,,,,,,,,,,,
21029,2020,63342,0.665908873081,,,,,,,,,,,,,,
21031,2012,8875,0.576225340366,,,,,,,,,,,,,,
21031,2016,9375,0.602346658707,,,,,,,,,,,,,,
21031,2020,9748,0.631411552429,,,,,,,,,,,,,,
21033,2012,9819,0.601894259453,,,,,,,,,,,,,,
21033,2016,10070,0.600000023842,,,,,,,,,,,,,,
21033,2020,10324,0.624660968781,,,,,,,,,,,,,,
21035,2012,25879,0.586807847023,,,,,,,,,,,,,,
21035,2016,29282,0.556007087231,,,,,,,,,,,,,,
21035,2020,31878,0.550975620747,,,,,,,,,,,,,,
21037,2012,63615,0.635604798794,,,,,,,,,,,,,,
21037,2016,71725,0.601449966431,,,,,,,,,,,,,,
21037,2020,80270,0.611922264099,,,,,,,,,,,,,,
21039,2012,3952,0.672064781189,,,,,,,,,,,,,,
21039,2016,4011,0.654200971127,,,,,,,,,,,,,,
21039,2020,4140,0.642028987408,,,,,,,,,,,,,,
21041,2012,7471,0.499799221754,,,,,,,,,,,,,,
21041,2016,7832,0.499233901501,,,,,,,,,,,,,,
21041,2020,8251,0.503696501255,,,,,,,,,,,,,,
21043,2012,18874,0.492476433516,,,,,,,,,,,,,,
21043,2016,19824,0.528299033642,,,,,,,,,,,,,,
21043,2020,20412,0.573094248772,,,,,,,,,,,,,,
21045,2012,10715,0.576668202877,,,,,,,,,,,,,,
21045,2016,10942,0.595138013363,,,,,,,,,,,,,,
21045,2020,11428,0.630381524563,,,,,,,,,,,,,,
21047,2012,43838,0.503102302551,,,,,,,,,,,,,,
21047,2016,50265,0.442852884531,,,,,,,,,,,,,,
21047,2020,56018,0.427737504244,,,,,,,,,,,,,,
21049,2012,25906,0.601598083973,,,,,,,,,,,,,,
21049,2016,28073,0.586435377598,,,,,,,,,,,,,,
21049,2020,30401,0.601920962334,,,,,,,,,,,,,,
21051,2012,14615,0.522134780884,,,,,,,,,,,,,,
21051,2016,14662,0.468080759048,,,,,,,,,,,,,,
21051,2020,14727,0.523324489594,,,,,,,,,,,,,,
