County,State,Tvdma,Latitude (generated),Longitude (generated)
LAWRENCE,MISSISSIPPI," Jackson, MS DMA",31.5426,-90.1104
JEFFERSON DAVIS,MISSISSIPPI," Jackson, MS DMA",31.5824,-89.8394
JEFFERSON,MISSISSIPPI," Jackson, MS DMA",31.7339,-91.025
ISSAQUENA,MISSISSIPPI," Jackson, MS DMA",32.7115,-91.0113
HUMPHREYS,MISSISSIPPI," Jackson, MS DMA",33.1263,-90.5253
HOLMES,MISSISSIPPI," Jackson, MS DMA",33.1279,-90.0729
HINDS,MISSISSIPPI," Jackson, MS DMA",32.3116,-90.4249
FRANKLIN,MISSISSIPPI," Jackson, MS DMA",31.4651,-90.8943
COPIAH,MISSISSIPPI," Jackson, MS DMA",31.8678,-90.4268
CLAIBORNE,MISSISSIPPI," Jackson, MS DMA",32.0085,-90.8996
ATTALA,MISSISSIPPI," Jackson, MS DMA",33.0829,-89.5725
ADAMS,MISSISSIPPI," Jackson, MS DMA",31.4734,-91.3366
WHITE,INDIANA," Indianapolis, IN DMA",40.7372,-86.9234
TIPTON,INDIANA," Indianapolis, IN DMA",40.3095,-86.0521
SHELBY,INDIANA," Indianapolis, IN DMA",39.5242,-85.7912
RUSH,INDIANA," Indianapolis, IN DMA",39.6214,-85.4664
RANDOLPH,INDIANA," Indianapolis, IN DMA",40.1599,-85.0115
PUTNAM,INDIANA," Indianapolis, IN DMA",39.6666,-86.8498
OWEN,INDIANA," Indianapolis, IN DMA",39.3203,-86.8697
MORGAN,INDIANA," Indianapolis, IN DMA",39.4884,-86.4692
MONTGOMERY,INDIANA," Indianapolis, IN DMA",40.0431,-86.894
MONROE,INDIANA," Indianapolis, IN DMA",39.1741,-86.5267
MIAMI,INDIANA," Indianapolis, IN DMA",40.7805,-86.0549
MARION,INDIANA," Indianapolis, IN DMA",39.7798,-86.1394
MADISON,INDIANA," Indianapolis, IN DMA",40.1589,-85.7193
LAWRENCE,INDIANA," Indianapolis, IN DMA",38.8406,-86.48
JOHNSON,INDIANA," Indianapolis, IN DMA",39.4828,-86.1012
HOWARD,INDIANA," Indianapolis, IN DMA",40.4698,-86.1192
HENRY,INDIANA," Indianapolis, IN DMA",39.9332,-85.3884
HENDRICKS,INDIANA," Indianapolis, IN DMA",39.7622,-86.5068
HANCOCK,INDIANA," Indianapolis, IN DMA",39.8222,-85.775
HAMILTON,INDIANA," Indianapolis, IN DMA",40.0846,-86.0524
GRANT,INDIANA," Indianapolis, IN DMA",40.5179,-85.655
FOUNTAIN,INDIANA," Indianapolis, IN DMA",40.1604,-87.2644
FAYETTE,INDIANA," Indianapolis, IN DMA",39.6562,-85.1677
DELAWARE,INDIANA," Indianapolis, IN DMA",40.2284,-85.3965
DECATUR,INDIANA," Indianapolis, IN DMA",39.2866,-85.4915
CLINTON,INDIANA," Indianapolis, IN DMA",40.3086,-86.4691
CASS,INDIANA," Indianapolis, IN DMA",40.7369,-86.3737
CARROLL,INDIANA," Indianapolis, IN DMA",40.5879,-86.5729
BROWN,INDIANA," Indianapolis, IN DMA",39.1969,-86.2264
BOONE,INDIANA," Indianapolis, IN DMA",40.0509,-86.4686
BLACKFORD,INDIANA," Indianapolis, IN DMA",40.4729,-85.3261
BENTON,INDIANA," Indianapolis, IN DMA",40.6037,-87.3111
BARTHOLOMEW,INDIANA," Indianapolis, IN DMA",39.1949,-85.8843
TETON,WYOMING," Idaho Falls - Pocatello, ID - WY DMA",43.9385,-110.5501
LINCOLN,WYOMING," Idaho Falls - Pocatello, ID - WY DMA",42.4553,-110.8185
TETON,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",43.7265,-111.2233
POWER,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",42.7221,-112.8182
MADISON,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",43.7859,-111.6916
LEMHI,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",44.9728,-114.0904
JEFFERSON,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",43.8407,-112.3361
FREMONT,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",44.3353,-111.4206
CUSTER,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",44.228,-114.294
CLARK,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",44.2738,-112.3331
CARIBOU,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",42.7202,-111.5787
BUTTE,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",43.7614,-113.0807
BONNEVILLE,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",43.3324,-111.4337
BINGHAM,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",43.2471,-112.2977
BANNOCK,IDAHO," Idaho Falls - Pocatello, ID - WY DMA",42.6408,-112.163
WAYNE,TENNESSEE," Huntsville - Decatur - Florence, AL - TN DMA",35.2527,-87.7805
LINCOLN,TENNESSEE," Huntsville - Decatur - Florence, AL - TN DMA",35.1805,-86.6012
MORGAN,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.4947,-86.834
MARSHALL,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.3531,-86.3454
MADISON,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.7333,-86.5722
LIMESTONE,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.7752,-87.0313
LAWRENCE,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.5516,-87.3181
LAUDERDALE,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.87,-87.5844
JACKSON,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.7224,-86.0339
FRANKLIN,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.4509,-87.844
DE KALB,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.5306,-85.7226
COLBERT,ALABAMA," Huntsville - Decatur - Florence, AL - TN DMA",34.7368,-87.5953
WHARTON,TEXAS," Houston, TX DMA",29.299,-96.221
WASHINGTON,TEXAS," Houston, TX DMA",30.2215,-96.4299
WALLER,TEXAS," Houston, TX DMA",29.9884,-95.9999
WALKER,TEXAS," Houston, TX DMA",30.795,-95.5934
SAN JACINTO,TEXAS," Houston, TX DMA",30.6136,-95.1783
POLK,TEXAS," Houston, TX DMA",30.8186,-94.897
MONTGOMERY,TEXAS," Houston, TX DMA",30.3293,-95.5146
MATAGORDA,TEXAS," Houston, TX DMA",28.8246,-95.9122
LIBERTY,TEXAS," Houston, TX DMA",30.1848,-94.8629
JACKSON,TEXAS," Houston, TX DMA",28.9696,-96.562
HARRIS,TEXAS," Houston, TX DMA",29.8346,-95.389
GRIMES,TEXAS," Houston, TX DMA",30.5451,-95.9916
GALVESTON,TEXAS," Houston, TX DMA",29.3824,-95.0331
FORT BEND,TEXAS," Houston, TX DMA",29.5257,-95.746
COLORADO,TEXAS," Houston, TX DMA",29.6055,-96.5236
CHAMBERS,TEXAS," Houston, TX DMA",29.7071,-94.5223
CALHOUN,TEXAS," Houston, TX DMA",28.5138,-96.695
BRAZORIA,TEXAS," Houston, TX DMA",29.2123,-95.5313
AUSTIN,TEXAS," Houston, TX DMA",29.8495,-96.275
MAUI,HAWAII," Honolulu, HI DMA",20.8031,-156.3111
KAUAI,HAWAII," Honolulu, HI DMA",22.0505,-159.559
HONOLULU,HAWAII," Honolulu, HI DMA",21.484,-158.0381
HAWAII,HAWAII," Honolulu, HI DMA",19.591,-155.4494
LEWIS AND CLARK,MONTANA," Helena, MT DMA",47.1899,-112.5344
WAYNE,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.6674,-88.7028
PERRY,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.1715,-88.9932
MARION,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.2157,-89.8428
LAMAR,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.2074,-89.5011
JONES,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.6287,-89.1716
JASPER,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",32.0105,-89.1173
FORREST,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.1689,-89.2472
COVINGTON,MISSISSIPPI," Hattiesburg - Laurel, MS DMA",31.6192,-89.578
WINDHAM,CONNECTICUT," Hartford & New Haven, CT DMA",41.8325,-71.9791
TOLLAND,CONNECTICUT," Hartford & New Haven, CT DMA",41.8184,-72.5714
NEW LONDON,CONNECTICUT," Hartford & New Haven, CT DMA",41.4966,-71.9364
NEW HAVEN,CONNECTICUT," Hartford & New Haven, CT DMA",41.4087,-72.9095
MIDDLESEX,CONNECTICUT," Hartford & New Haven, CT DMA",41.4527,-72.5231
LITCHFIELD,CONNECTICUT," Hartford & New Haven, CT DMA",41.7615,-73.2599
HARTFORD,CONNECTICUT," Hartford & New Haven, CT DMA",41.7924,-72.744
PENDLETON,WEST VIRGINIA," Harrisonburg, VA - WV DMA",38.6854,-79.3411
ROCKINGHAM,VIRGINIA," Harrisonburg, VA - WV DMA",38.5292,-78.9401
HARRISONBURG,VIRGINIA," Harrisonburg, VA - WV DMA",38.4398,-78.8702
AUGUSTA,VIRGINIA," Harrisonburg, VA - WV DMA",38.1803,-79.3064
YORK,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",39.9734,-76.7442
PERRY,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.407,-77.2688
MIFFLIN,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.6034,-77.6476
LEBANON,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.3762,-76.4439
LANCASTER,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.0187,-76.2339
JUNIATA,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.4791,-77.5026
DAUPHIN,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.3906,-76.8372
CUMBERLAND,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",40.1368,-77.3185
ADAMS,PENNSYLVANIA," Harrisburg - Lancaster - Lebanon - York, PA DMA",39.8953,-77.2259
WILLACY,TEXAS," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",26.4556,-97.7389
STARR,TEXAS," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",26.5105,-98.7859
HIDALGO,TEXAS," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",26.3986,-98.1887
CAMERON,TEXAS," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",26.1073,-97.5787
WASHINGTON,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.2697,-90.8805
TALLAHATCHIE,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.9322,-90.1881
SUNFLOWER,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.6292,-90.5554
LEFLORE,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.5228,-90.2772
GRENADA,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.7834,-89.8219
CARROLL,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.4438,-89.9616
BOLIVAR,MISSISSIPPI," Greenwood - Greenville, MS DMA",33.8258,-90.8562
CHICOT,ARKANSAS," Greenwood - Greenville, MS DMA",33.2843,-91.295
UNION,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.6789,-81.6396
SPARTANBURG,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.8864,-81.9815
PICKENS,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.8536,-82.6924
OCONEE,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.7647,-83.1063
LAURENS,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.4974,-81.982
GREENWOOD,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.1825,-82.0799
GREENVILLE,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.8506,-82.3557
CHEROKEE,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.0121,-81.6338
ANDERSON,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.5146,-82.6588
ABBEVILLE,SOUTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.2476,-82.474
YANCEY,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.8917,-82.2975
TRANSYLVANIA,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.2253,-82.7697
SWAIN,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.4872,-83.5969
RUTHERFORD,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.3967,-81.9147
POLK,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.2971,-82.1763
MITCHELL,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.9917,-82.1267
MCDOWELL,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.7389,-82.0433
MADISON,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.8721,-82.6653
MACON,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.1625,-83.4796
JACKSON,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.2632,-83.1162
HENDERSON,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.3228,-82.4741
HAYWOOD,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.5419,-82.9658
GRAHAM,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.342,-83.8333
BUNCOMBE,NORTH CAROLINA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",35.6207,-82.5391
STEPHENS,GEORGIA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.5742,-83.2794
HART,GEORGIA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.3518,-82.9594
FRANKLIN,GEORGIA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.3836,-83.2429
ELBERT,GEORGIA," Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA",34.1232,-82.8596
WASHINGTON,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.8405,-76.5773
TYRRELL,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.7969,-76.2575
PITT,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.5808,-77.3685
PAMLICO,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.1476,-76.8618
ONSLOW,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",34.7213,-77.2486
MARTIN,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.8669,-77.195
LENOIR,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.2179,-77.6761
JONES,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.0101,-77.4145
HYDE,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.5164,-76.2309
GREENE,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.4999,-77.6675
DUPLIN,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",34.951,-77.9078
CRAVEN,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.2382,-77.1841
CARTERET,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",34.8384,-76.6488
BERTIE,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",36.03,-76.985
BEAUFORT,NORTH CAROLINA," Greenville - New Bern - Washington, NC DMA",35.4781,-76.6975
PATRICK,VIRGINIA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.7075,-80.274
GRAYSON,VIRGINIA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.6833,-81.2368
YADKIN,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.1664,-80.657
WILKES,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.2151,-81.1701
SURRY,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.4,-80.7065
STOKES,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.409,-80.2393
ROCKINGHAM,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.3943,-79.7777
RANDOLPH,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",35.7161,-79.8027
MONTGOMERY,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",35.3237,-79.8985
GUILFORD,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.0738,-79.7901
FORSYTH,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.1176,-80.2522
DAVIE,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",35.9021,-80.5375
DAVIDSON,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",35.7656,-80.2531
CASWELL,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.3928,-79.3352
ALLEGHANY,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.4705,-81.1261
ALAMANCE,NORTH CAROLINA," Greensboro - H.Point - W.Salem, NC - VA DMA",36.0473,-79.4006
WINNEBAGO,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.0677,-88.6452
WAUSHARA,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.1173,-89.2418
WAUPACA,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.4525,-88.9801
SHAWANO,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.8071,-88.7375
OUTAGAMIE,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.419,-88.4637
OCONTO,WISCONSIN," Green Bay - Appleton, WI - MI DMA",45.0268,-88.3037
MENOMINEE,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.9899,-88.7347
MARINETTE,WISCONSIN," Green Bay - Appleton, WI - MI DMA",45.382,-88.1503
MANITOWOC,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.1103,-87.8415
KEWAUNEE,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.5033,-87.6245
GREEN LAKE,WISCONSIN," Green Bay - Appleton, WI - MI DMA",43.8078,-89.0268
FOND DU LAC,WISCONSIN," Green Bay - Appleton, WI - MI DMA",43.7377,-88.5229
DOOR,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.9881,-87.267
CALUMET,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.0612,-88.2235
BROWN,WISCONSIN," Green Bay - Appleton, WI - MI DMA",44.4646,-87.9779
MENOMINEE,MICHIGAN," Green Bay - Appleton, WI - MI DMA",45.5419,-87.5359
VALLEY,MONTANA," Great Falls, MT DMA",48.3347,-106.5325
TOOLE,MONTANA," Great Falls, MT DMA",48.6175,-111.7313
TETON,MONTANA," Great Falls, MT DMA",47.8179,-112.1627
PONDERA,MONTANA," Great Falls, MT DMA",48.2343,-112.4465
PHILLIPS,MONTANA," Great Falls, MT DMA",48.229,-107.8905
LIBERTY,MONTANA," Great Falls, MT DMA",48.5739,-111.0115
JUDITH BASIN,MONTANA," Great Falls, MT DMA",47.0311,-110.2006
HILL,MONTANA," Great Falls, MT DMA",48.5696,-110.1276
GLACIER,MONTANA," Great Falls, MT DMA",48.6561,-112.9653
FERGUS,MONTANA," Great Falls, MT DMA",47.2602,-109.3598
CHOUTEAU,MONTANA," Great Falls, MT DMA",47.8648,-110.474
CASCADE,MONTANA," Great Falls, MT DMA",47.266,-111.4165
BLAINE,MONTANA," Great Falls, MT DMA",48.3646,-108.9651
VAN BUREN,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.2457,-86.0643
ST JOSEPH,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",41.9159,-85.5264
OTTAWA,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.9875,-86.0057
OCEANA,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",43.6446,-86.2899
NEWAYGO,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",43.5559,-85.8011
MUSKEGON,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",43.2957,-86.2106
MONTCALM,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",43.2932,-85.079
KENT,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",43.0341,-85.5504
KALAMAZOO,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.2469,-85.5315
IONIA,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.9458,-85.0748
CALHOUN,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.2445,-85.0069
BRANCH,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",41.9159,-85.0588
BARRY,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.595,-85.3093
ALLEGAN,MICHIGAN," Grand Rapids - Kalamazoo - Battle Creek, MI DMA",42.5942,-85.8847
MONTROSE,COLORADO," Grand Junction - Montrose, CO DMA",38.4125,-108.2803
MESA,COLORADO," Grand Junction - Montrose, CO DMA",38.9347,-108.5839
DOLORES,COLORADO," Grand Junction - Montrose, CO DMA",37.6906,-108.5063
PRAIRIE,MONTANA," Glendive, MT DMA",46.8682,-105.5572
FALLON,MONTANA," Glendive, MT DMA",46.2947,-104.4655
DAWSON,MONTANA," Glendive, MT DMA",47.3283,-104.9234
LEVY,FLORIDA," Gainesville, FL DMA",29.2967,-82.749
GILCHRIST,FLORIDA," Gainesville, FL DMA",29.749,-82.7979
DIXIE,FLORIDA," Gainesville, FL DMA",29.5671,-83.1715
ALACHUA,FLORIDA," Gainesville, FL DMA",29.6809,-82.3552
VAN WERT,OHIO," Ft. Wayne, IN - OH DMA",40.8382,-84.5713
PAULDING,OHIO," Ft. Wayne, IN - OH DMA",41.1216,-84.5727
WHITLEY,INDIANA," Ft. Wayne, IN - OH DMA",41.1483,-85.5122
WELLS,INDIANA," Ft. Wayne, IN - OH DMA",40.7426,-85.2027
WABASH,INDIANA," Ft. Wayne, IN - OH DMA",40.8493,-85.7919
STEUBEN,INDIANA," Ft. Wayne, IN - OH DMA",41.6431,-85.0003
NOBLE,INDIANA," Ft. Wayne, IN - OH DMA",41.402,-85.4233
JAY,INDIANA," Ft. Wayne, IN - OH DMA",40.4373,-85.0053
HUNTINGTON,INDIANA," Ft. Wayne, IN - OH DMA",40.8297,-85.4885
DE KALB,INDIANA," Ft. Wayne, IN - OH DMA",41.4015,-84.9986
ALLEN,INDIANA," Ft. Wayne, IN - OH DMA",41.0968,-85.0703
ADAMS,INDIANA," Ft. Wayne, IN - OH DMA",40.7462,-84.9366
SEQUOYAH,OKLAHOMA," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",35.4655,-94.7664
LE FLORE,OKLAHOMA," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",34.9461,-94.6876
WASHINGTON,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",35.9952,-94.2401
SEBASTIAN,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",35.1908,-94.2342
SCOTT,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",34.8835,-94.0785
MADISON,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",36.0208,-93.6975
LOGAN,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",35.2226,-93.6541
FRANKLIN,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",35.4872,-93.8748
CRAWFORD,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",35.5652,-94.242
BENTON,ARKANSAS," Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",36.2992,-94.2275
LEE,FLORIDA," Ft. Myers - Naples, FL DMA",26.5436,-81.7444
HENDRY,FLORIDA," Ft. Myers - Naples, FL DMA",26.6046,-81.2253
GLADES,FLORIDA," Ft. Myers - Naples, FL DMA",26.9796,-81.2237
DE SOTO,FLORIDA," Ft. Myers - Naples, FL DMA",27.1854,-81.8097
COLLIER,FLORIDA," Ft. Myers - Naples, FL DMA",26.1608,-81.3445
CHARLOTTE,FLORIDA," Ft. Myers - Naples, FL DMA",26.9023,-81.8292
TULARE,CALIFORNIA," Fresno - Visalia, CA DMA",36.2683,-118.8232
MERCED,CALIFORNIA," Fresno - Visalia, CA DMA",37.1882,-120.609
MARIPOSA,CALIFORNIA," Fresno - Visalia, CA DMA",37.5466,-119.9593
MADERA,CALIFORNIA," Fresno - Visalia, CA DMA",37.2724,-119.6358
KINGS,CALIFORNIA," Fresno - Visalia, CA DMA",36.1391,-119.7718
FRESNO,CALIFORNIA," Fresno - Visalia, CA DMA",36.7515,-119.6373
MARLBORO,SOUTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",34.5517,-79.6565
MARION,SOUTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",33.998,-79.4223
HORRY,SOUTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",33.9375,-78.9789
FLORENCE,SOUTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",34.0421,-79.7528
DILLON,SOUTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",34.4306,-79.3928
DARLINGTON,SOUTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",34.3107,-79.913
SCOTLAND,NORTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",34.8371,-79.484
ROBESON,NORTH CAROLINA," Florence - Myrtle Beach, SC - NC DMA",34.6272,-79.1436
TUSCOLA,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.4682,-83.4035
SHIAWASSEE,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",42.9544,-84.1478
SAGINAW,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.3527,-84.034
OGEMAW,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",44.3354,-84.1265
MIDLAND,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.6591,-84.3874
ISABELLA,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.6469,-84.8472
IOSCO,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",44.3368,-83.6086
HURON,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.8695,-83.0013
GRATIOT,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.2922,-84.6049
GLADWIN,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.9866,-84.3862
GENESEE,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.0083,-83.6933
BAY,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",43.7384,-84.0552
ARENAC,MICHIGAN," Flint - Saginaw - Bay City, MI DMA",44.0369,-83.9226
WALSH,NORTH DAKOTA," Fargo - Valley City, ND - MN DMA",48.3689,-97.7238
TRAILL,NORTH DAKOTA," Fargo - Valley City, ND - MN DMA",47.4553,-97.1645
