state,county_name,countyfp,total_reg_count,active_reg_count,inactive_reg_count,active_percentage,inactive_percentage,active_reg_percentage,inactive_reg_percentage
TN,ANDERSON,1,50517,47583,2934,0.9419,0.0581,0.9419205415998575,0.058079458400142524
TN,BEDFORD,3,29422,27525,1897,0.9355,0.0645,0.9355244374957514,0.064475563
TN,BENTON,5,10539,9827,712,0.9324,0.0676,0.9324414081032356,0.067558592
TN,BLEDSOE,7,8739,8266,473,0.9459,0.0541,0.9458748140519511,0.054125186
TN,BLOUNT,9,93387,88757,4630,0.9504,0.0496,0.9504213648580637,0.049578635
TN,BRADLEY,11,74003,69716,4287,0.9421,0.0579,0.9420699160844831,0.057930084
TN,CAMPBELL,13,22989,21514,1475,0.9358,0.0642,0.9358388794640915,0.064161121
TN,CANNON,15,9499,8748,751,0.9209,0.0791,0.9209390462153911,0.079060954
TN,CARROLL,17,16920,15949,971,0.9426,0.0574,0.942612293,0.057387707
TN,CARTER,19,35107,32500,2607,0.9257,0.0743,0.9257413051528185,0.074258695
TN,CHEATHAM,21,28023,26448,1575,0.9438,0.0562,0.9437961674338936,0.056203832566106414
TN,CHESTER,23,10653,10046,607,0.943,0.057,0.9430207453299541,0.056979255
TN,CLAIBORNE,25,19653,18738,915,0.9534,0.0466,0.953442223,0.046557777438558996
TN,CLAY,27,5181,4880,301,0.9419,0.0581,0.941903108,0.058096892
TN,COCKE,29,23759,22319,1440,0.9394,0.0606,0.9393913885264531,0.060608611
TN,COFFEE,31,35956,33730,2226,0.9381,0.0619,0.9380910001112471,0.061909
TN,CROCKETT,33,8407,8000,407,0.9516,0.0484,0.9515879624122755,0.048412038
TN,CUMBERLAND,35,45816,43715,2101,0.9541,0.0459,0.9541426575868692,0.045857342
TN,DAVIDSON,37,435726,381231,54495,0.8749,0.1251,0.8749328706572479,0.1250671293427521
TN,DECATUR,39,7013,6636,377,0.9462,0.0538,0.9462426921431627,0.053757308
TN,DEKALB,41,13307,12500,807,0.9394,0.0606,0.9393552265724806,0.060644773
TN,DICKSON,43,35868,33642,2226,0.9379,0.0621,0.9379391100702577,0.06206089
TN,DYER,45,21395,19964,1431,0.9331,0.0669,0.9331152138350082,0.066884786
TN,FAYETTE,47,31823,29303,2520,0.9208,0.0792,0.9208119913270276,0.079188009
TN,FENTRESS,49,13606,13036,570,0.9581,0.0419,0.9581067176245774,0.041893282
TN,FRANKLIN,51,27945,26380,1565,0.944,0.056,0.9439971372338523,0.056002863
TN,GIBSON,53,30825,28614,2211,0.9283,0.0717,0.928272506,0.071727494
TN,GILES,55,19342,18341,1001,0.9482,0.0518,0.9482473374004756,0.051752663
TN,GRAINGER,57,15763,14985,778,0.9506,0.0494,0.9506439129607308,0.049356087
TN,GREENE,59,44946,42581,2365,0.9474,0.0526,0.9473813020068527,0.052618697993147334
TN,GRUNDY,61,8491,7739,752,0.9114,0.0886,0.9114356377340713,0.088564362
TN,HAMBLEN,63,37610,35431,2179,0.9421,0.0579,0.942063281,0.057936719
TN,HAMILTON,65,249904,227131,22773,0.9089,0.0911,0.9088730072347782,0.091126993
TN,HANCOCK,67,4214,4028,186,0.9559,0.0441,0.9558614143331752,0.044138586
TN,HARDEMAN,69,14171,13232,939,0.9337,0.0663,0.933737915,0.066262085
TN,HARDIN,71,16831,15814,1017,0.9396,0.0604,0.9395757827817718,0.060424217
TN,HAWKINS,73,36887,34986,1901,0.9485,0.0515,0.9484642285900181,0.051535771409981834
TN,HAYWOOD,75,10260,9441,819,0.9202,0.0798,0.9201754385964912,0.079824561
TN,HENDERSON,77,17018,16052,966,0.9432,0.0568,0.9432365730403103,0.056763427
TN,HENRY,79,21018,19227,1791,0.9148,0.0852,0.9147873251498715,0.085212675
TN,HICKMAN,81,15006,14199,807,0.9462,0.0538,0.9462215113954419,0.053778488604558174
TN,HOUSTON,83,5356,5084,272,0.9492,0.0508,0.9492158327109783,0.050784167
TN,HUMPHREYS,85,12297,11281,1016,0.9174,0.0826,0.9173782223306498,0.082621778
TN,JACKSON,87,8408,8018,390,0.9536,0.0464,0.953615604,0.046384396
TN,JEFFERSON,89,36271,33808,2463,0.9321,0.0679,0.9320945107661769,0.067905489
TN,JOHNSON,91,11117,10615,502,0.9548,0.0452,0.9548439327156607,0.045156067
TN,KNOX,93,308409,289499,18910,0.9387,0.0613,0.938685317,0.061314683
TN,LAKE,95,3149,2912,237,0.9247,0.0753,0.924738012,0.075261988
TN,LAUDERDALE,97,12570,11832,738,0.9413,0.0587,0.9412887828162291,0.058711217183770883
TN,LAWRENCE,99,26528,24890,1638,0.9383,0.0617,0.9382539203860072,0.06174608
TN,LEWIS,101,8309,7759,550,0.9338,0.0662,0.933806716,0.066193284
TN,LINCOLN,103,22756,20897,1859,0.9183,0.0817,0.9183072596238355,0.08169274
TN,LOUDON,105,42777,40638,2139,0.95,0.05,0.949996493,0.050003507
TN,MACON,111,15310,14466,844,0.9449,0.0551,0.9448726322664925,0.055127368
TN,MADISON,113,60220,54363,5857,0.9027,0.0973,0.9027399535038193,0.097260046
TN,MARION,115,20076,18671,1405,0.93,0.07,0.9300159394301654,0.069984061
TN,MARSHALL,117,21912,20696,1216,0.9445,0.0555,0.9445052939028843,0.055494706
TN,MAURY,119,70362,66366,3996,0.9432,0.0568,0.943207982,0.056792018
TN,MCMINN,107,33699,31459,2240,0.9335,0.0665,0.9335291848422802,0.066470815
TN,MCNAIRY,109,15702,14837,865,0.9449,0.0551,0.9449114762450643,0.055088524
TN,MEIGS,121,8691,8244,447,0.9486,0.0514,0.948567484,0.051432516396272006
TN,MONROE,123,32215,30257,1958,0.9392,0.0608,0.9392208598478969,0.060779140152103055
TN,MONTGOMERY,125,131000,117812,13188,0.8993,0.1007,0.8993282442748092,0.10067175572519084
TN,MOORE,127,5107,4889,218,0.9573,0.0427,0.9573134912864696,0.042686509
TN,MORGAN,129,11955,11340,615,0.9486,0.0514,0.9485570890840652,0.051442911
TN,OBION,131,18111,17023,1088,0.9399,0.0601,0.9399260118160234,0.060073988183976586
TN,OVERTON,133,15346,14521,825,0.9462,0.0538,0.9462400625570181,0.053759937
TN,PERRY,135,5242,4868,374,0.9287,0.0713,0.9286531858069439,0.071346814
TN,PICKETT,137,3948,3768,180,0.9544,0.0456,0.9544072948328267,0.045592705
TN,POLK,139,12878,12219,659,0.9488,0.0512,0.948827458,0.051172542
TN,PUTNAM,141,49413,45824,3589,0.9274,0.0726,0.927367292,0.072632708
TN,RHEA,143,20620,19599,1021,0.9505,0.0495,0.9504849660523763,0.049515034
TN,ROANE,145,37428,35166,2262,0.9396,0.0604,0.9395639628085924,0.060436037
TN,ROBERTSON,147,48652,45974,2678,0.945,0.055,0.9449560141412481,0.055043985858751955
TN,RUTHERFORD,149,209951,191265,18686,0.911,0.089,0.9109982805511763,0.089001719
TN,SCOTT,151,13112,12192,920,0.9298,0.0702,0.9298352654057352,0.070164735
TN,SEQUATCHIE,153,11002,10321,681,0.9381,0.0619,0.9381021632430467,0.061897837
TN,SEVIER,155,66015,62258,3757,0.9431,0.0569,0.9430886919639476,0.056911308
TN,SHELBY,157,555823,499329,56494,0.8984,0.1016,0.89835973,0.10164027037384203
TN,SMITH,159,13050,12342,708,0.9457,0.0543,0.9457471264367816,0.054252874
TN,STEWART,161,9336,8832,504,0.946,0.054,0.9460154241645244,0.053984576
TN,SULLIVAN,163,107238,101833,5405,0.9496,0.0504,0.9495980902292098,0.050401909770790204
TN,SUMNER,165,132961,124463,8498,0.9361,0.0639,0.9360865216116004,0.063913478
TN,TIPTON,167,39405,37181,2224,0.9436,0.0564,0.943560462,0.056439538
TN,TROUSDALE,169,6236,5901,335,0.9463,0.0537,0.9462796664528544,0.053720334
TN,UNICOI,171,11537,11021,516,0.9553,0.0447,0.9552743347490682,0.044725665
TN,UNION,173,11987,11302,685,0.9429,0.0571,0.9428547593225994,0.057145241
TN,VAN BUREN,175,4540,4228,312,0.9313,0.0687,0.9312775330396476,0.068722467
TN,WARREN,177,24378,22920,1458,0.9402,0.0598,0.9401919763721388,0.059808024
TN,WASHINGTON,179,85766,80874,4892,0.943,0.057,0.9429610801483105,0.05703892
TN,WAYNE,181,9706,9069,637,0.9344,0.0656,0.934370492,0.065629508
TN,WEAKLEY,183,17956,16974,982,0.9453,0.0547,0.9453107596346625,0.05468924
TN,WHITE,185,17988,17030,958,0.9467,0.0533,0.9467422726261953,0.053257727373804756
TN,WILLIAMSON,187,180495,171847,8648,0.9521,0.0479,0.9520873154381008,0.047912685
TN,WILSON,189,106053,100647,5406,0.949,0.051,0.9490254872563718,0.050974512743628186
TX,ANDERSON,1,29454,26590,2864,0.9028,0.0972,0.9027636314252733,0.097236369
TX,ANDREWS,3,10037,8964,1073,0.8931,0.1069,0.8930955464780312,0.10690445352196871
TX,ANGELINA,5,53730,48681,5049,0.906,0.094,0.9060301507537688,0.093969849
TX,ARANSAS,7,18966,16346,2620,0.8619,0.1381,0.8618580617947906,0.1381419382052093
TX,ARCHER,9,6661,6302,359,0.9461,0.0539,0.9461041885602762,0.053895811439723766
TX,ARMSTRONG,11,1369,1292,77,0.9438,0.0562,0.943754565,0.056245434623813005
TX,ATASCOSA,13,31189,27874,3315,0.8937,0.1063,0.8937125268524159,0.10628747314758408
TX,AUSTIN,15,21550,19620,1930,0.9104,0.0896,0.9104408352668213,0.089559165
TX,BAILEY,17,3021,2746,275,0.909,0.091,0.9089705395564383,0.09102946
TX,BANDERA,19,18084,16733,1351,0.9253,0.0747,0.9252930767529308,0.074706923
TX,BASTROP,21,58768,53070,5698,0.903,0.097,0.9030424720936564,0.096957528
TX,BAYLOR,23,2330,2148,182,0.9219,0.0781,0.9218884120171674,0.078111588
TX,BEE,25,15404,13493,1911,0.8759,0.1241,0.875941314,0.12405868605556998
TX,BELL,27,217039,184568,32471,0.8504,0.1496,0.8503909435631384,0.14960905643686156
TX,BEXAR,29,1211776,1078793,132983,0.8903,0.1097,0.8902577704130136,0.10974222958698637
TX,BLANCO,31,10659,9843,816,0.9234,0.0766,0.9234449760765551,0.076555024
TX,BORDEN,33,456,440,16,0.9649,0.0351,0.9649122807017544,0.035087719
TX,BOSQUE,35,13126,11938,1188,0.9095,0.0905,0.9094926100868506,0.09050739
TX,BOWIE,37,56912,50019,6893,0.8789,0.1211,0.8788831880798426,0.12111681192015744
TX,BRAZORIA,39,238096,214656,23440,0.9016,0.0984,0.9015523150325919,0.098447685
TX,BRAZOS,41,123795,105879,17916,0.8553,0.1447,0.855276869,0.14472313098267298
TX,BREWSTER,43,6797,5928,869,0.8721,0.1279,0.8721494777107548,0.12785052228924526
TX,BRISCOE,45,991,916,75,0.9243,0.0757,0.9243188698284561,0.07568113
TX,BROOKS,47,4739,4132,607,0.8719,0.1281,0.871913906,0.12808609411268201
TX,BROWN,49,24477,21859,2618,0.893,0.107,0.8930424480124198,0.10695755198758018
TX,BURLESON,51,13447,12160,1287,0.9043,0.0957,0.9042909199077861,0.09570908
TX,BURNET,53,37857,34424,3433,0.9093,0.0907,0.9093166389307129,0.090683361
TX,CALDWELL,55,25966,22959,3007,0.8842,0.1158,0.8841947161672957,0.1158052838327043
TX,CALHOUN,57,12641,11341,1300,0.8972,0.1028,0.8971600348073728,0.10283996519262717
TX,CALLAHAN,59,10034,9089,945,0.9058,0.0942,0.9058202112816424,0.094179789
TX,CAMERON,61,230304,207471,22833,0.9009,0.0991,0.9008571279699875,0.099142872
TX,CAMP,63,7964,7279,685,0.914,0.086,0.9139879457559016,0.086012054
TX,CARSON,65,4071,3878,193,0.9526,0.0474,0.9525915008597396,0.047408499
TX,CASS,67,20744,18587,2157,0.896,0.104,0.8960181257231007,0.10398187427689934
TX,CASTRO,69,3505,3207,298,0.915,0.085,0.914978602,0.085021398
TX,CHAMBERS,71,35728,32550,3178,0.9111,0.0889,0.9110501567398119,0.088949843
TX,CHEROKEE,73,30833,28079,2754,0.9107,0.0893,0.9106801154607077,0.089319885
TX,CHILDRESS,75,3599,3276,323,0.9103,0.0897,0.9102528480133371,0.089747152
TX,CLAY,77,7965,7312,653,0.918,0.082,0.918016321,0.081983679
TX,COCHRAN,79,1574,1338,236,0.8501,0.1499,0.8500635324015248,0.14993646759847523
TX,COKE,81,2343,2285,58,0.9752,0.0248,0.9752454118651301,0.024754588134869825
TX,COLEMAN,83,5904,5456,448,0.9241,0.0759,0.924119241,0.075880759
TX,COLLIN,85,706988,632324,74664,0.8944,0.1056,0.8943914182418938,0.10560858175810622
TX,COLLINGSWORTH,87,1813,1758,55,0.9697,0.0303,0.9696635410921125,0.030336459
TX,COLORADO,89,14355,13286,1069,0.9255,0.0745,0.9255311738070359,0.074468826
TX,COMAL,91,136986,124350,12636,0.9078,0.0922,0.9077569970653936,0.092243003
TX,COMANCHE,93,9519,8629,890,0.9065,0.0935,0.9065027839058725,0.093497216
TX,CONCHO,95,1689,1560,129,0.9236,0.0764,0.9236234458259325,0.076376554
TX,COOKE,97,28385,25881,2504,0.9118,0.0882,0.9117843931654043,0.088215607
TX,CORYELL,99,40252,33124,7128,0.8229,0.1771,0.8229156315214151,0.1770843684785849
TX,COTTLE,101,908,837,71,0.9218,0.0782,0.9218061674008811,0.078193833
TX,CRANE,103,2545,2343,202,0.9206,0.0794,0.9206286836935167,0.079371316
TX,CROCKETT,105,2203,2100,103,0.9532,0.0468,0.9532455742169769,0.046754426
TX,CROSBY,107,3459,3008,451,0.8696,0.1304,0.869615496,0.13038450419196299
TX,CULBERSON,109,1578,1542,36,0.9772,0.0228,0.9771863117870723,0.022813688212927757
TX,DALLAM,111,2579,2282,297,0.8848,0.1152,0.8848390849166343,0.11516091508336565
TX,DALLAS,113,1370104,1197854,172250,0.8743,0.1257,0.8742796167298249,0.12572038327017512
TX,DAWSON,115,6464,5752,712,0.8899,0.1101,0.8898514851485149,0.11014851485148515
TX,DEAF SMITH,117,8352,7237,1115,0.8665,0.1335,0.8664990421455939,0.13350095785440613
TX,DELTA,119,3944,3594,350,0.9113,0.0887,0.9112576064908722,0.088742394
TX,DENTON,121,618897,548345,70552,0.886,0.114,0.8860036484261516,0.11399635157384831
TX,DEWITT,123,11113,9963,1150,0.8965,0.1035,0.8965175920093584,0.1034824079906416
TX,DICKENS,125,1363,1258,105,0.923,0.077,0.9229640498899486,0.07703595
TX,DIMMIT,127,6467,5816,651,0.8993,0.1007,0.8993350858203185,0.10066491417968146
TX,DONLEY,129,2302,2147,155,0.9327,0.0673,0.9326672458731537,0.067332754
TX,DUVAL,131,7728,7219,509,0.9341,0.0659,0.9341356107660456,0.065864389
TX,EASTLAND,133,12058,10708,1350,0.888,0.112,0.8880411345165036,0.11195886548349643
TX,ECTOR,135,81796,74030,7766,0.9051,0.0949,0.9050564819795589,0.094943518
TX,EDWARDS,137,1432,1336,96,0.933,0.067,0.9329608938547486,0.067039106
TX,EL PASO,141,488188,434434,53754,0.8899,0.1101,0.8898907797815596,0.11010922021844044
TX,ELLIS,139,143210,129066,14144,0.9012,0.0988,0.9012359472103904,0.098764053
TX,ERATH,143,24784,22038,2746,0.8892,0.1108,0.8892027114267269,0.11079728857327308
TX,FALLS,145,9994,9209,785,0.9215,0.0785,0.9214528717230338,0.078547128
TX,FANNIN,147,23643,21003,2640,0.8883,0.1117,0.8883390432686208,0.11166095673137927
TX,FAYETTE,149,17884,16583,1301,0.9273,0.0727,0.9272534108700514,0.072746589
TX,FISHER,151,2602,2440,162,0.9377,0.0623,0.9377401998462721,0.0622598
TX,FLOYD,153,3457,3197,260,0.9248,0.0752,0.924790281,0.075209719
TX,FOARD,155,776,724,52,0.933,0.067,0.9329896907216495,0.067010309
TX,FORT BEND,157,533866,483442,50424,0.9055,0.0945,0.9055493326040617,0.094450667
TX,FRANKLIN,159,7324,6743,581,0.9207,0.0793,0.9206717640633534,0.079328236
TX,FREESTONE,161,13031,11798,1233,0.9054,0.0946,0.9053794797022485,0.09462052
TX,FRIO,163,9184,8312,872,0.9051,0.0949,0.9050522648083623,0.094947735
TX,GAINES,165,9991,9022,969,0.903,0.097,0.9030127114402963,0.096987289
TX,GALVESTON,167,231353,205397,25956,0.8878,0.1122,0.887807809,0.11219219115377799
TX,GARZA,169,2487,2154,333,0.8661,0.1339,0.8661037394451147,0.1338962605548854
TX,GILLESPIE,171,20978,19425,1553,0.926,0.074,0.925970064,0.074029936
TX,GLASSCOCK,173,821,781,40,0.9513,0.0487,0.951278928,0.048721071863580996
TX,GOLIAD,175,5634,5110,524,0.907,0.093,0.9069932552360668,0.093006745
TX,GONZALES,177,12728,11925,803,0.9369,0.0631,0.9369107479572596,0.063089252
TX,GRAY,179,11578,10462,1116,0.9036,0.0964,0.9036102953878045,0.096389705
TX,GRAYSON,181,95079,84263,10816,0.8862,0.1138,0.886241967,0.11375803279378201
TX,GREGG,183,73137,64200,8937,0.8778,0.1222,0.8778046679519258,0.12219533204807416
TX,GRIMES,185,20382,18439,1943,0.9047,0.0953,0.9046707879501521,0.095329212
TX,GUADALUPE,187,122958,111943,11015,0.9104,0.0896,0.910416565,0.089583435
TX,HALE,189,17227,15825,1402,0.9186,0.0814,0.918616126,0.081383874
TX,HALL,191,1794,1606,188,0.8952,0.1048,0.895206243,0.10479375696767002
TX,HAMILTON,193,5944,5493,451,0.9241,0.0759,0.9241251682368775,0.075874832
TX,HANSFORD,195,2851,2632,219,0.9232,0.0768,0.9231848474219572,0.076815153
TX,HARDEMAN,197,2292,2032,260,0.8866,0.1134,0.8865619546247818,0.11343804537521815
TX,HARDIN,199,40693,37387,3306,0.9188,0.0812,0.9187575258643993,0.081242474
TX,HARRIS,201,2536557,2259690,276867,0.8908,0.1092,0.8908492890165686,0.10915071098343147
TX,HARRISON,203,44965,40470,4495,0.9,0.1,0.9000333592794396,0.099966641
TX,HARTLEY,205,2652,2415,237,0.9106,0.0894,0.9106334841628959,0.089366516
TX,HASKELL,207,3322,2955,367,0.8895,0.1105,0.8895243829018663,0.11047561709813365
TX,HAYS,209,174616,149305,25311,0.855,0.145,0.8550476474091722,0.14495235259082787
TX,HEMPHILL,211,2193,2014,179,0.9184,0.0816,0.9183766529867761,0.081623347
TX,HENDERSON,213,57267,51747,5520,0.9036,0.0964,0.9036094085599036,0.096390591
TX,HIDALGO,215,433462,395436,38026,0.9123,0.0877,0.9122737402586617,0.08772626
TX,HILL,217,25353,23705,1648,0.935,0.065,0.9349978306314835,0.065002169
TX,HOCKLEY,219,13265,12170,1095,0.9175,0.0825,0.917451941,0.082548059
TX,HOOD,221,48936,44300,4636,0.9053,0.0947,0.9052640183096289,0.094735982
TX,HOPKINS,223,24270,22133,2137,0.9119,0.0881,0.9119489081170169,0.088051092
TX,HOUSTON,225,13551,12029,1522,0.8877,0.1123,0.8876835657885027,0.11231643421149731
TX,HOWARD,227,16283,14331,1952,0.8801,0.1199,0.8801203709390162,0.11987962906098384
TX,HUDSPETH,229,2065,1853,212,0.8973,0.1027,0.8973365617433414,0.10266343825665859
TX,HUNT,231,69927,61871,8056,0.8848,0.1152,0.8847941424628541,0.11520585753714588
TX,HUTCHINSON,233,12441,11358,1083,0.9129,0.0871,0.9129491198456716,0.08705088
TX,IRION,235,1166,1101,65,0.9443,0.0557,0.9442538593481989,0.055746141
TX,JACK,237,5619,5101,518,0.9078,0.0922,0.9078127780743904,0.092187222
TX,JACKSON,239,9525,8707,818,0.9141,0.0859,0.9141207349081365,0.085879265
TX,JASPER,241,23563,21610,1953,0.9171,0.0829,0.9171158171709884,0.082884183
TX,JEFF DAVIS,243,1478,1368,110,0.9256,0.0744,0.925575101,0.074424899
TX,JEFFERSON,245,140277,124916,15361,0.8905,0.1095,0.8904952344290226,0.10950476557097742
TX,JIM HOGG,247,3403,3076,327,0.9039,0.0961,0.9039083161915956,0.096091684
TX,JIM WELLS,249,25197,22703,2494,0.901,0.099,0.9010199626939716,0.098980037
TX,JOHNSON,251,124800,111059,13741,0.8899,0.1101,0.8898958333333333,0.11010416666666667
TX,JONES,253,10431,9514,917,0.9121,0.0879,0.9120889655833573,0.087911034
TX,KARNES,255,8183,7435,748,0.9086,0.0914,0.9085909813027008,0.091409019
TX,KAUFMAN,257,105140,94863,10277,0.9023,0.0977,0.9022541373406886,0.097745863
TX,KENDALL,259,37286,34609,2677,0.9282,0.0718,0.928203615,0.071796385
TX,KENEDY,261,256,217,39,0.8477,0.1523,0.84765625,0.15234375
TX,KENT,263,569,542,27,0.9525,0.0475,0.9525483304042179,0.04745167
TX,KERR,265,38154,34614,3540,0.9072,0.0928,0.9072181160559837,0.092781884
TX,KIMBLE,267,3229,2959,270,0.9164,0.0836,0.9163827810467637,0.083617219
TX,KING,269,160,154,6,0.9625,0.0375,0.9625,0.0375
TX,KINNEY,271,2045,1940,105,0.9487,0.0513,0.9486552567237164,0.051344743
TX,KLEBERG,273,17394,14981,2413,0.8613,0.1387,0.861274003,0.13872599747039208
TX,KNOX,275,2162,2044,118,0.9454,0.0546,0.9454209065679926,0.054579093
TX,LA SALLE,283,4049,3556,493,0.8782,0.1218,0.8782415411212645,0.12175845887873549
TX,LAMAR,277,31500,28383,3117,0.901,0.099,0.9010476190476191,0.098952381
TX,LAMB,279,7476,6804,672,0.9101,0.0899,0.9101123595505618,0.08988764
TX,LAMPASAS,281,15955,14710,1245,0.922,0.078,0.9219680350987152,0.078031965
TX,LAVACA,285,14047,13032,1015,0.9277,0.0723,0.9277425784865095,0.072257422
TX,LEE,287,11818,10826,992,0.9161,0.0839,0.9160602470807243,0.083939753
TX,LEON,289,12323,11383,940,0.9237,0.0763,0.9237198734074494,0.076280127
TX,LIBERTY,291,52453,47343,5110,0.9026,0.0974,0.9025794520809105,0.097420548
TX,LIMESTONE,293,13961,12753,1208,0.9135,0.0865,0.9134732469020844,0.086526753
TX,LIPSCOMB,295,1710,1664,46,0.9731,0.0269,0.9730994152046784,0.026900584795321637
TX,LIVE OAK,297,7489,6623,866,0.8844,0.1156,0.8843637334757645,0.11563626652423555
TX,LLANO,299,17647,16052,1595,0.9096,0.0904,0.9096163653878846,0.090383635
TX,LOVING,301,119,106,13,0.8908,0.1092,0.8907563025210085,0.1092436974789916
TX,LUBBOCK,303,187608,160749,26859,0.8568,0.1432,0.856834463,0.14316553665088907
TX,LYNN,305,4186,3793,393,0.9061,0.0939,0.9061156235069279,0.093884376
TX,MADISON,313,8087,7363,724,0.9105,0.0895,0.9104735996043032,0.0895264
TX,MARION,315,7420,6708,712,0.904,0.096,0.9040431266846362,0.095956873
TX,MARTIN,317,3300,3089,211,0.9361,0.0639,0.936060606,0.063939394
TX,MASON,319,3180,3013,167,0.9475,0.0525,0.9474842767295597,0.052515723270440254
TX,MATAGORDA,321,21449,18764,2685,0.8748,0.1252,0.8748193388969183,0.12518066110308174
TX,MAVERICK,323,34700,31053,3647,0.8949,0.1051,0.8948991354466859,0.10510086455331412
TX,MCCULLOCH,307,5142,4601,541,0.8948,0.1052,0.8947880202255931,0.10521197977440684
TX,MCLENNAN,309,151390,121042,30348,0.7995,0.2005,0.7995376180725279,0.2004623819274721
TX,MCMULLEN,311,620,615,5,0.9919,0.0081,0.9919354838709677,0.008064516
TX,MEDINA,325,37053,33862,3191,0.9139,0.0861,0.9138801176692846,0.086119882
TX,MENARD,327,1446,1348,98,0.9322,0.0678,0.9322268326417704,0.067773167
TX,MIDLAND,329,93114,82005,11109,0.8807,0.1193,0.8806946323861073,0.11930536761389265
TX,MILAM,331,16464,15004,1460,0.9113,0.0887,0.9113216715257532,0.088678328
TX,MILLS,333,3540,3250,290,0.9181,0.0819,0.9180790960451978,0.081920904
TX,MITCHELL,335,4333,3857,476,0.8901,0.1099,0.8901453957996769,0.1098546042003231
TX,MONTAGUE,337,15116,13821,1295,0.9143,0.0857,0.9143291876157714,0.085670812
TX,MONTGOMERY,339,434864,392246,42618,0.902,0.098,0.9019969461716767,0.098003054
TX,MOORE,341,9550,8756,794,0.9169,0.0831,0.9168586387434555,0.083141361
TX,MORRIS,343,8534,7627,907,0.8937,0.1063,0.8937192406843215,0.10628075931567846
TX,MOTLEY,345,812,771,41,0.9495,0.0505,0.9495073891625616,0.050492610837438424
TX,NACOGDOCHES,347,37836,33402,4434,0.8828,0.1172,0.8828100222010783,0.11718997779892167
TX,NAVARRO,349,31494,28188,3306,0.895,0.105,0.8950276243093923,0.10497237569060773
TX,NEWTON,351,8970,8303,667,0.9256,0.0744,0.9256410256410257,0.074358974
TX,NOLAN,353,8169,7550,619,0.9242,0.0758,0.9242257314236749,0.075774269
TX,NUECES,355,206927,182450,24477,0.8817,0.1183,0.8817119080641965,0.11828809193580345
TX,OCHILTREE,357,4785,4398,387,0.9191,0.0809,0.9191222570532915,0.080877743
TX,OLDHAM,359,1266,1198,68,0.9463,0.0537,0.9462875197472354,0.053712480252764615
TX,ORANGE,361,53374,49215,4159,0.9221,0.0779,0.9220781653988833,0.077921835
TX,PALO PINTO,363,19543,17399,2144,0.8903,0.1097,0.8902932,0.10970680038888604
TX,PANOLA,365,16970,15520,1450,0.9146,0.0854,0.9145550972304066,0.085444903
TX,PARKER,367,122012,109972,12040,0.9013,0.0987,0.9013211815231289,0.098678818
TX,PARMER,369,4344,4052,292,0.9328,0.0672,0.932780847,0.067219153
TX,PECOS,371,7925,7032,893,0.8873,0.1127,0.8873186119873817,0.1126813880126183
TX,POLK,373,43446,36400,7046,0.8378,0.1622,0.8378216636744464,0.16217833632555356
TX,POTTER,375,56567,48387,8180,0.8554,0.1446,0.8553927201371825,0.14460727986281754
TX,PRESIDIO,377,4158,3812,346,0.9168,0.0832,0.9167869167869168,0.083213083
TX,RAINS,379,9074,8203,871,0.904,0.096,0.9040114613180515,0.095988539
TX,RANDALL,381,94367,84573,9794,0.8962,0.1038,0.8962137187788104,0.10378628122118962
TX,REAGAN,383,1740,1534,206,0.8816,0.1184,0.8816091954022989,0.11839080459770115
TX,REAL,385,2586,2418,168,0.935,0.065,0.9350348027842227,0.064965197
TX,RED RIVER,387,8410,7558,852,0.8987,0.1013,0.898692033,0.10130796670630202
TX,REEVES,389,7496,6720,776,0.8965,0.1035,0.8964781216648879,0.10352187833511206
TX,REFUGIO,391,4745,4344,401,0.9155,0.0845,0.9154899894625922,0.084510011
TX,ROBERTS,393,696,645,51,0.9267,0.0733,0.9267241379310345,0.073275862
TX,ROBERTSON,395,12158,11090,1068,0.9122,0.0878,0.9121566047047212,0.087843395
TX,ROCKWALL,397,82992,75777,7215,0.9131,0.0869,0.9130639097744361,0.08693609
TX,RUNNELS,399,6419,5806,613,0.9045,0.0955,0.9045022589188347,0.095497741
TX,RUSK,401,32867,29790,3077,0.9064,0.0936,0.90638026,0.09361974
TX,SABINE,403,7924,7311,613,0.9226,0.0774,0.9226400807672892,0.077359919
TX,SAN AUGUSTINE,405,5848,5386,462,0.921,0.079,0.9209986320109439,0.079001368
TX,SAN JACINTO,407,19705,18052,1653,0.9161,0.0839,0.9161126617609744,0.083887338
TX,SAN PATRICIO,409,42942,38301,4641,0.8919,0.1081,0.8919239904988123,0.10807600950118765
TX,SAN SABA,411,3653,3375,278,0.9239,0.0761,0.9238981658910485,0.076101834
TX,SCHLEICHER,413,1692,1620,72,0.9574,0.0426,0.9574468085106383,0.042553191
TX,SCURRY,415,8915,8108,807,0.9095,0.0905,0.9094784071789119,0.090521593
TX,SHACKELFORD,417,2308,2174,134,0.9419,0.0581,0.9419410745233969,0.058058925
TX,SHELBY,419,15595,14450,1145,0.9266,0.0734,0.9265790317409426,0.073420968
TX,SHERMAN,421,1328,1222,106,0.9202,0.0798,0.9201807228915663,0.079819277
TX,SMITH,423,152966,133250,19716,0.8711,0.1289,0.8711086123713766,0.12889138762862334
TX,SOMERVELL,425,7145,6607,538,0.9247,0.0753,0.924702589,0.075297411
TX,STARR,427,35140,32375,2765,0.9213,0.0787,0.9213147410358565,0.078685259
