state,county_name,countyfp,total_reg_count,active_reg_count,inactive_reg_count,active_percentage,inactive_percentage,active_reg_percentage,inactive_reg_percentage
AK,ALEUTIANS EAST,13,1459,1251,208,0.8574,0.1426,0.8574366004112406,0.14256339958875944
AK,ALEUTIANS WEST,16,2482,2098,384,0.8453,0.1547,0.8452860596293312,0.15471394037066882
AK,ANCHORAGE,20,234396,215213,19183,0.9182,0.0818,0.918159866,0.081840134
AK,BETHEL,50,11189,10883,306,0.9727,0.0273,0.9726517115023684,0.027348288
AK,BRISTOL BAY,60,850,804,46,0.9459,0.0541,0.9458823529411765,0.054117647
AK,CHUGACH,63,5555,5267,288,0.9482,0.0518,0.9481548154815481,0.051845184518451846
AK,COPPER RIVER,66,2816,2658,158,0.9439,0.0561,0.9438920454545454,0.056107954545454544
AK,DENALI,68,1871,1748,123,0.9343,0.0657,0.934259754,0.065740246
AK,DILLINGHAM,70,3234,3152,82,0.9746,0.0254,0.9746444032158318,0.025355596784168214
AK,FAIRBANKS NORTH STAR,90,74503,68461,6042,0.9189,0.0811,0.9189025945263949,0.081097405
AK,HAINES,100,2395,2276,119,0.9503,0.0497,0.950313152,0.049686847599164925
AK,HOONAH ANGOON,105,1899,1827,72,0.9621,0.0379,0.9620853080568721,0.037914691943127965
AK,JUNEAU,110,27216,25552,1664,0.9389,0.0611,0.938859494,0.061140506
AK,KENAI PENINSULA,122,53404,50832,2572,0.9518,0.0482,0.951838814,0.048161186
AK,KETCHIKAN GATEWAY,130,11937,11067,870,0.9271,0.0729,0.9271173661724051,0.072882634
AK,KODIAK ISLAND,150,9348,8655,693,0.9259,0.0741,0.9258664955070603,0.074133504
AK,KUSILVAK,158,4652,4554,98,0.9789,0.0211,0.9789337919174549,0.021066208
AK,LAKE AND PENINSULA,164,1077,1034,43,0.9601,0.0399,0.9600742804085423,0.039925719591457756
AK,MATANUSKA SUSITNA,170,92750,87988,4762,0.9487,0.0513,0.9486576819407008,0.051342318
AK,NOME,180,6430,6166,264,0.9589,0.0411,0.9589424572317263,0.041057543
AK,NORTH SLOPE,185,4837,4641,196,0.9595,0.0405,0.959479016,0.040520984
AK,NORTHWEST ARCTIC,188,4265,4134,131,0.9693,0.0307,0.9692848769050411,0.030715123094958968
AK,PETERSBURG,195,3328,3199,129,0.9612,0.0388,0.9612379807692307,0.038762019
AK,PRINCE OF WALES HYDER,198,4541,4360,181,0.9601,0.0399,0.960140938,0.039859062
AK,SITKA,220,7157,6636,521,0.9272,0.0728,0.9272041358110941,0.072795864
AK,SKAGWAY,230,1179,1097,82,0.9304,0.0696,0.9304495335029687,0.069550466
AK,SOUTHEAST FAIRBANKS,240,6267,6009,258,0.9588,0.0412,0.9588319770224988,0.041168023
AK,WRANGELL,275,1926,1856,70,0.9637,0.0363,0.9636552440290758,0.036344755970924195
AK,YAKUTAT,282,489,478,11,0.9775,0.0225,0.9775051124744376,0.022494887525562373
AK,YUKON KOYUKUK,290,3915,3788,127,0.9676,0.0324,0.9675606641123883,0.032439336
AL,AUTAUGA,1,42772,38809,3963,0.9073,0.0927,0.907345927,0.092654073
AL,BALDWIN,3,190475,169635,20840,0.8906,0.1094,0.8905893161832261,0.10941068381677385
AL,BARBOUR,5,16407,14651,1756,0.893,0.107,0.892972512,0.10702748826720303
AL,BIBB,7,14579,13463,1116,0.9235,0.0765,0.9234515398861376,0.07654846
AL,BLOUNT,9,42343,39201,3142,0.9258,0.0742,0.925796472,0.074203528
AL,BULLOCK,11,6850,6088,762,0.8888,0.1112,0.8887591240875913,0.11124087591240876
AL,BUTLER,13,13677,12218,1459,0.8933,0.1067,0.893324559,0.106675441
AL,CALHOUN,15,79396,71289,8107,0.8979,0.1021,0.897891581,0.10210841856012898
AL,CHAMBERS,17,24850,22243,2607,0.8951,0.1049,0.8950905432595574,0.10490945674044265
AL,CHEROKEE,19,19998,18222,1776,0.9112,0.0888,0.9111911191119112,0.088808881
AL,CHILTON,21,30422,27693,2729,0.9103,0.0897,0.910295181,0.089704819
AL,CHOCTAW,23,10136,9043,1093,0.8922,0.1078,0.8921665351223362,0.10783346487766378
AL,CLARKE,25,18286,16410,1876,0.8974,0.1026,0.8974078530022969,0.10259214699770317
AL,CLAY,27,10103,9311,792,0.9216,0.0784,0.9216074433336633,0.078392557
AL,CLEBURNE,29,11457,10293,1164,0.8984,0.1016,0.8984027232259754,0.10159727677402461
AL,COFFEE,31,36134,31978,4156,0.885,0.115,0.8849836718879726,0.11501632811202746
AL,COLBERT,33,42683,38723,3960,0.9072,0.0928,0.907223016,0.092776984
AL,CONECUH,35,9335,8400,935,0.8998,0.1002,0.8998393144081414,0.1001606855918586
AL,COOSA,37,8032,7426,606,0.9246,0.0754,0.9245517928286853,0.075448207
AL,COVINGTON,39,27344,24525,2819,0.8969,0.1031,0.8969060854300761,0.10309391456992394
AL,CRENSHAW,41,10318,9376,942,0.9087,0.0913,0.9087032370614461,0.091296763
AL,CULLMAN,43,64412,58260,6152,0.9045,0.0955,0.9044898466124325,0.095510153
AL,DALE,45,33524,29057,4467,0.8668,0.1332,0.8667521775444458,0.13324782245555422
AL,DALLAS,47,27968,24596,3372,0.8794,0.1206,0.879433638,0.12056636155606407
AL,DEKALB,49,45691,41608,4083,0.9106,0.0894,0.910638857,0.089361143
AL,ELMORE,51,60654,55718,4936,0.9186,0.0814,0.9186203712863126,0.081379629
AL,ESCAMBIA,53,26457,23533,2924,0.8895,0.1105,0.8894810447140643,0.11051895528593567
AL,ETOWAH,55,74325,66989,7336,0.9013,0.0987,0.9012983518331652,0.098701648
AL,FAYETTE,57,12377,11416,961,0.9224,0.0776,0.9223559828714551,0.077644017
AL,FRANKLIN,59,19011,17570,1441,0.9242,0.0758,0.9242017779180475,0.075798222
AL,GENEVA,61,19429,17404,2025,0.8958,0.1042,0.8957743579185753,0.10422564208142468
AL,GREENE,63,6328,5792,536,0.9153,0.0847,0.9152970922882427,0.084702908
AL,HALE,65,11693,10675,1018,0.9129,0.0871,0.9129393654323099,0.087060635
AL,HENRY,67,14099,12864,1235,0.9124,0.0876,0.9124051351159657,0.087594865
AL,HOUSTON,69,75865,67570,8295,0.8907,0.1093,0.8906610426415343,0.1093389573584657
AL,JACKSON,71,38690,35008,3682,0.9048,0.0952,0.9048332902558801,0.09516671
AL,JEFFERSON,73,468153,417011,51142,0.8908,0.1092,0.890757936,0.10924206402607695
AL,LAMAR,75,10521,9627,894,0.915,0.085,0.9150270886797833,0.084972911
AL,LAUDERDALE,77,67099,59969,7130,0.8937,0.1063,0.8937391019240227,0.10626089807597729
AL,LAWRENCE,79,25126,23260,1866,0.9257,0.0743,0.9257342991323728,0.074265701
AL,LEE,81,121213,104167,17046,0.8594,0.1406,0.8593715195564832,0.14062848044351678
AL,LIMESTONE,83,79152,72558,6594,0.9167,0.0833,0.916691935,0.083308065
AL,LOWNDES,85,8942,8062,880,0.9016,0.0984,0.9015880116305077,0.098411988
AL,MACON,87,16031,12304,3727,0.7675,0.2325,0.7675129436716362,0.2324870563283638
AL,MADISON,89,307892,270734,37158,0.8793,0.1207,0.8793148246787835,0.12068517532121653
AL,MARENGO,91,14964,13514,1450,0.9031,0.0969,0.9031007751937985,0.096899225
AL,MARION,93,21299,19330,1969,0.9076,0.0924,0.907554345,0.092445655
AL,MARSHALL,95,64615,59001,5614,0.9131,0.0869,0.9131161495008899,0.08688385
AL,MOBILE,97,298948,259584,39364,0.8683,0.1317,0.8683249260740998,0.13167507392590017
AL,MONROE,99,15471,14089,1382,0.9107,0.0893,0.9106715790834464,0.089328421
AL,MONTGOMERY,101,151931,132645,19286,0.8731,0.1269,0.8730607973356326,0.12693920266436737
AL,MORGAN,103,84152,76714,7438,0.9116,0.0884,0.9116123205627912,0.088387679
AL,PERRY,105,7335,6637,698,0.9048,0.0952,0.9048398091342876,0.095160191
AL,PICKENS,107,13361,12210,1151,0.9139,0.0861,0.9138537534615673,0.086146247
AL,PIKE,109,22847,19524,3323,0.8546,0.1454,0.8545542084299909,0.1454457915700092
AL,RANDOLPH,111,17962,15973,1989,0.8893,0.1107,0.889266229,0.11073377129495601
AL,RUSSELL,113,40531,33605,6926,0.8291,0.1709,0.8291184525424984,0.17088154745750167
AL,SHELBY,117,166416,152299,14117,0.9152,0.0848,0.9151704163061244,0.084829584
AL,ST. CLAIR,115,69996,63628,6368,0.909,0.091,0.9090233727641579,0.090976627
AL,SUMTER,119,9109,7843,1266,0.861,0.139,0.8610165770117466,0.13898342298825336
AL,TALLADEGA,121,58854,52220,6634,0.8873,0.1127,0.887280389,0.11271961124137697
AL,TALLAPOOSA,123,30940,27835,3105,0.8996,0.1004,0.899644473,0.10035552682611507
AL,TUSCALOOSA,125,143894,123400,20494,0.8576,0.1424,0.8575757154572116,0.14242428454278844
AL,WALKER,127,47279,42746,4533,0.9041,0.0959,0.9041223376128936,0.095877662
AL,WASHINGTON,129,13271,12208,1063,0.9199,0.0801,0.9199005350011303,0.080099465
AL,WILCOX,131,8206,7756,450,0.9452,0.0548,0.9451620765293688,0.054837923470631246
AL,WINSTON,133,17069,15679,1390,0.9186,0.0814,0.9185658210791493,0.081434179
AR,ARKANSAS,1,8452,6707,1745,0.7935,0.2065,0.7935399905347846,0.20646000946521534
AR,ASHLEY,3,9767,8315,1452,0.8513,0.1487,0.8513361318726324,0.14866386812736768
AR,BAXTER,5,28345,24493,3852,0.8641,0.1359,0.8641030164050097,0.1358969835949903
AR,BENTON,7,176609,151332,25277,0.8569,0.1431,0.8568759236505501,0.1431240763494499
AR,BOONE,9,23521,20340,3181,0.8648,0.1352,0.8647591513966243,0.1352408486033757
AR,BRADLEY,11,4781,3834,947,0.8019,0.1981,0.8019242836226731,0.19807571637732693
AR,CALHOUN,13,2908,2463,445,0.847,0.153,0.8469738651994498,0.15302613480055022
AR,CARROLL,15,15692,13663,2029,0.8707,0.1293,0.8706984450675503,0.12930155493244966
AR,CHICOT,17,5192,4188,1004,0.8066,0.1934,0.8066255778120185,0.1933744221879815
AR,CLARK,19,11095,9081,2014,0.8185,0.1815,0.8184767913474538,0.1815232086525462
AR,CLAY,21,7180,5869,1311,0.8174,0.1826,0.8174094707520891,0.18259052924791086
AR,CLEBURNE,23,17200,14860,2340,0.864,0.136,0.8639534883720931,0.13604651162790699
AR,CLEVELAND,25,4668,3951,717,0.8464,0.1536,0.846401028,0.15359897172236503
AR,COLUMBIA,27,11576,9436,2140,0.8151,0.1849,0.8151347615756738,0.1848652384243262
AR,CONWAY,29,11899,10657,1242,0.8956,0.1044,0.8956214807967056,0.1043785192032944
AR,CRAIGHEAD,31,55303,45132,10171,0.8161,0.1839,0.8160859266224255,0.18391407337757446
AR,CRAWFORD,33,33602,27412,6190,0.8158,0.1842,0.8157847747157907,0.18421522528420928
AR,CRITTENDEN,35,24480,17514,6966,0.7154,0.2846,0.7154411764705882,0.28455882352941175
AR,CROSS,37,8933,7655,1278,0.8569,0.1431,0.8569349602597112,0.1430650397402888
AR,DALLAS,39,3649,3081,568,0.8443,0.1557,0.8443409153192656,0.15565908468073444
AR,DESHA,41,5987,4370,1617,0.7299,0.2701,0.7299148154334392,0.2700851845665609
AR,DREW,43,9708,7539,2169,0.7766,0.2234,0.7765760197775031,0.2234239802224969
AR,FAULKNER,45,74316,62516,11800,0.8412,0.1588,0.8412185801173367,0.15878141988266323
AR,FRANKLIN,47,9925,8096,1829,0.8157,0.1843,0.8157178841309823,0.18428211586901763
AR,FULTON,49,6803,5931,872,0.8718,0.1282,0.8718212553285315,0.12817874467146848
AR,GARLAND,51,59060,49692,9368,0.8414,0.1586,0.8413816457839485,0.15861835421605147
AR,GRANT,53,11118,10267,851,0.9235,0.0765,0.9234574563770462,0.076542544
AR,GREENE,55,22466,18378,4088,0.818,0.182,0.818036144,0.181963856
AR,HEMPSTEAD,57,8601,7172,1429,0.8339,0.1661,0.8338565283106616,0.16614347168933846
AR,HOT SPRING,59,17510,14902,2608,0.8511,0.1489,0.8510565391205026,0.14894346087949742
AR,HOWARD,61,6896,5489,1407,0.796,0.204,0.7959686774941995,0.20403132250580047
AR,INDEPENDENCE,63,19837,16532,3305,0.8334,0.1666,0.833392146,0.166607854
AR,IZARD,65,9023,7457,1566,0.8264,0.1736,0.8264435331929514,0.17355646680704864
AR,JACKSON,67,7025,5778,1247,0.8225,0.1775,0.822491103,0.17750889679715304
AR,JEFFERSON,69,34373,26051,8322,0.7579,0.2421,0.7578913682250603,0.24210863177493963
AR,JOHNSON,71,13560,10391,3169,0.7663,0.2337,0.7662979351032448,0.23370206489675516
AR,LAFAYETTE,73,3362,2962,400,0.881,0.119,0.8810232004759072,0.1189767995240928
AR,LAWRENCE,75,8140,6871,1269,0.8441,0.1559,0.8441031941031941,0.1558968058968059
AR,LEE,77,3580,2961,619,0.8271,0.1729,0.8270949720670391,0.1729050279329609
AR,LINCOLN,79,4763,3997,766,0.8392,0.1608,0.8391769892924628,0.16082301070753727
AR,LITTLE RIVER,81,6739,5902,837,0.8758,0.1242,0.8757975960825048,0.12420240391749518
AR,LOGAN,83,12950,9774,3176,0.7547,0.2453,0.7547490347490348,0.24525096525096526
AR,LONOKE,85,45488,36069,9419,0.7929,0.2071,0.7929344,0.2070655997186071
AR,MADISON,87,10779,9641,1138,0.8944,0.1056,0.8944243436311347,0.10557565636886539
AR,MARION,89,10590,9362,1228,0.884,0.116,0.8840415486307838,0.11595845136921624
AR,MILLER,91,24005,18289,5716,0.7619,0.2381,0.761882941,0.2381170589460529
AR,MISSISSIPPI,93,17531,13333,4198,0.7605,0.2395,0.7605384747019566,0.23946152529804346
AR,MONROE,95,3556,3016,540,0.8481,0.1519,0.8481439820022497,0.15185601799775028
AR,MONTGOMERY,97,4911,4157,754,0.8465,0.1535,0.8464671146406028,0.15353288535939727
AR,NEVADA,99,5069,3411,1658,0.6729,0.3271,0.6729137897021109,0.32708621029788915
AR,NEWTON,101,5498,4249,1249,0.7728,0.2272,0.7728264823572208,0.22717351764277918
AR,OUACHITA,103,14261,9228,5033,0.6471,0.3529,0.6470794474440783,0.35292055255592175
AR,PERRY,105,6462,5759,703,0.8912,0.1088,0.8912101516558341,0.1087898483441659
AR,PHILLIPS,107,8143,6144,1999,0.7545,0.2455,0.7545130787179173,0.24548692128208277
AR,PIKE,109,5985,5133,852,0.8576,0.1424,0.8576441102756892,0.14235588972431076
AR,POINSETT,111,11231,9066,2165,0.8072,0.1928,0.8072299884248954,0.19277001157510462
AR,POLK,113,11208,9719,1489,0.8671,0.1329,0.8671484653818701,0.1328515346181299
AR,POPE,115,32860,28208,4652,0.8584,0.1416,0.858429702,0.14157029823493608
AR,PRAIRIE,117,4454,3854,600,0.8653,0.1347,0.8652896273013022,0.1347103726986978
AR,PULASKI,119,219427,179843,39584,0.8196,0.1804,0.8196028747601708,0.1803971252398292
AR,RANDOLPH,121,9548,8191,1357,0.8579,0.1421,0.8578759949727691,0.14212400502723083
AR,SALINE,125,76687,66069,10618,0.8615,0.1385,0.8615410695424257,0.1384589304575743
AR,SCOTT,127,4595,3979,616,0.8659,0.1341,0.8659412404787813,0.1340587595212187
AR,SEARCY,129,5643,5370,273,0.9516,0.0484,0.9516214779372674,0.048378522
AR,SEBASTIAN,131,65216,54537,10679,0.8363,0.1637,0.8362518400392541,0.16374815996074582
AR,SEVIER,133,7018,5828,1190,0.8304,0.1696,0.8304360216585922,0.1695639783414078
AR,SHARP,135,10301,8888,1413,0.8628,0.1372,0.862828852,0.13717114843219105
AR,ST. FRANCIS,123,9384,7222,2162,0.7696,0.2304,0.7696078431372549,0.23039215686274508
AR,STONE,137,7999,7093,906,0.8867,0.1133,0.8867358419802476,0.11326415801975247
AR,UNION,139,24188,17019,7169,0.7036,0.2964,0.7036133619976848,0.2963866380023152
AR,VAN BUREN,141,10980,9164,1816,0.8346,0.1654,0.834608379,0.16539162112932604
AR,WASHINGTON,143,135635,113595,22040,0.8375,0.1625,0.8375050687506912,0.1624949312493088
AR,WHITE,145,44088,36897,7191,0.8369,0.1631,0.8368943930321175,0.16310560696788243
AR,WOODRUFF,147,3716,2753,963,0.7409,0.2591,0.7408503767491926,0.2591496232508073
AR,YELL,149,9263,7710,1553,0.8323,0.1677,0.8323437331318148,0.16765626686818524
AZ,APACHE,1,53655,53211,444,0.9917,0.0083,0.9917249091417389,0.008275091
AZ,COCHISE,3,81166,77766,3400,0.9581,0.0419,0.9581105388955967,0.041889461
AZ,COCONINO,5,91894,89532,2362,0.9743,0.0257,0.9742964720221124,0.025703527977887566
AZ,GILA,7,35440,34137,1303,0.9632,0.0368,0.9632336343115124,0.036766366
AZ,GRAHAM,9,20968,20211,757,0.9639,0.0361,0.9638973674170164,0.036102632582983595
AZ,GREENLEE,11,4731,4554,177,0.9626,0.0374,0.9625871908687381,0.037412809
AZ,LA PAZ,12,12176,11931,245,0.9799,0.0201,0.9798784494086727,0.020121551
AZ,MARICOPA,13,2688616,2558264,130352,0.9515,0.0485,0.9515170630540025,0.048482937
AZ,MOHAVE,15,148983,143360,5623,0.9623,0.0377,0.9622574387681816,0.037742561
AZ,NAVAJO,17,70618,68554,2064,0.9708,0.0292,0.9707723243365715,0.029227675663428588
AZ,PIMA,19,671420,644159,27261,0.9594,0.0406,0.9593979923147955,0.040602008
AZ,PINAL,21,284458,269596,14862,0.9478,0.0522,0.9477532711331725,0.052246729
AZ,SANTA CRUZ,23,31598,30836,762,0.9759,0.0241,0.9758845496550415,0.02411545
AZ,YAVAPAI,25,178610,172929,5681,0.9682,0.0318,0.9681932702536252,0.03180673
AZ,YUMA,27,114124,110565,3559,0.9688,0.0312,0.968814623,0.031185377308892082
CA,ALAMEDA,1,963193,953114,10079,0.9895,0.0105,0.9895358458792786,0.010464154120721393
CA,ALPINE,3,1041,929,112,0.8924,0.1076,0.8924111431316042,0.10758885686839577
CA,AMADOR,5,26767,26444,323,0.9879,0.0121,0.9879329024545149,0.012067097545485113
CA,BUTTE,7,134537,123162,11375,0.9155,0.0845,0.9154507681901634,0.084549232
CA,CALAVERAS,9,33328,32917,411,0.9877,0.0123,0.9876680268843014,0.012331973115698511
CA,COLUSA,11,10913,10620,293,0.9732,0.0268,0.9731512874553285,0.026848712544671492
CA,CONTRA COSTA,13,718341,705034,13307,0.9815,0.0185,0.9814753717245709,0.018524628
CA,DEL NORTE,15,15539,14663,876,0.9436,0.0564,0.9436257159405367,0.056374284059463285
CA,EL DORADO,17,138586,135238,3348,0.9758,0.0242,0.9758417156134097,0.024158284386590276
CA,FRESNO,19,523197,515478,7719,0.9852,0.0148,0.9852464750371275,0.014753524962872494
CA,GLENN,21,14911,13938,973,0.9347,0.0653,0.9347461605526122,0.065253839
CA,HUMBOLDT,23,86554,83613,2941,0.966,0.034,0.9660212121912333,0.033978788
CA,IMPERIAL,25,94748,88307,6441,0.932,0.068,0.9320196732384852,0.067980327
CA,INYO,27,11254,10891,363,0.9677,0.0323,0.9677448018482318,0.032255198
CA,KERN,29,458329,452389,5940,0.987,0.013,0.9870398774679324,0.012960122532067577
CA,KINGS,31,69257,64804,4453,0.9357,0.0643,0.9357032502129748,0.06429675
CA,LAKE,33,41637,36904,4733,0.8863,0.1137,0.8863270648701875,0.11367293512981243
CA,LASSEN,35,16211,14646,1565,0.9035,0.0965,0.903460613,0.096539387
CA,LOS ANGELES,37,5776826,5690584,86242,0.9851,0.0149,0.9850710407410574,0.014928959
CA,MADERA,39,79739,78637,1102,0.9862,0.0138,0.9861799119627785,0.013820088037221435
CA,MARIN,41,175241,171038,4203,0.976,0.024,0.9760158866931825,0.023984113
CA,MARIPOSA,43,11913,11722,191,0.984,0.016,0.9839670947704189,0.016032905
CA,MENDOCINO,45,56876,53666,3210,0.9436,0.0564,0.9435614318869119,0.056438568113088124
CA,MERCED,47,139584,131319,8265,0.9408,0.0592,0.9407883425034388,0.059211657
CA,MODOC,49,5253,5197,56,0.9893,0.0107,0.9893394250904245,0.010660575
CA,MONO,51,7847,7777,70,0.9911,0.0089,0.9910793933987511,0.008920607
CA,MONTEREY,53,218058,214348,3710,0.983,0.017,0.9829861779893423,0.017013822010657716
CA,NAPA,55,85199,84502,697,0.9918,0.0082,0.9918191528069579,0.008180847
CA,NEVADA,57,77056,74990,2066,0.9732,0.0268,0.973188331,0.026811669435215946
CA,ORANGE,59,2072329,1872330,199999,0.9035,0.0965,0.9034907102105891,0.09650929
CA,PLACER,61,299117,290705,8412,0.9719,0.0281,0.971877225,0.028122774700200925
CA,PLUMAS,63,14553,13198,1355,0.9069,0.0931,0.9068920497491926,0.09310795
CA,RIVERSIDE,65,1470464,1381416,89048,0.9394,0.0606,0.9394422440807799,0.060557756
CA,SACRAMENTO,67,904697,892796,11901,0.9868,0.0132,0.9868453194826555,0.013154680517344482
CA,SAN BENITO,69,38268,37763,505,0.9868,0.0132,0.9868035956935298,0.013196404306470158
CA,SAN BERNARDINO,71,1256796,1196134,60662,0.9517,0.0483,0.9517328190096086,0.048267181
CA,SAN DIEGO,73,1961261,1925108,36153,0.9816,0.0184,0.981566451,0.018433548619994994
CA,SAN FRANCISCO,75,545435,518217,27218,0.9501,0.0499,0.9500985451978696,0.049901455
CA,SAN JOAQUIN,77,403062,377261,25801,0.936,0.064,0.9359875155683245,0.064012484
CA,SAN LUIS OBISPO,79,191037,182583,8454,0.9557,0.0443,0.9557467925061637,0.044253207
CA,SAN MATEO,81,440347,436397,3950,0.991,0.009,0.9910298014974555,0.008970199
CA,SANTA BARBARA,83,248383,246081,2302,0.9907,0.0093,0.9907320549312956,0.009267945
CA,SANTA CLARA,85,1069887,1039725,30162,0.9718,0.0282,0.9718082376923918,0.028191762307608188
CA,SANTA CRUZ,87,177877,170217,7660,0.9569,0.0431,0.9569365347965167,0.043063465
CA,SHASTA,89,119352,114699,4653,0.961,0.039,0.9610144781821838,0.038985521817816206
CA,SIERRA,91,2198,2196,2,0.9991,0.0009,0.9990900818926297,0.000909918
CA,SISKIYOU,93,28399,27909,490,0.9827,0.0173,0.9827458713334977,0.017254129
CA,SOLANO,95,271987,266910,5077,0.9813,0.0187,0.9813336666825988,0.018666333
CA,SONOMA,97,329359,307900,21459,0.9348,0.0652,0.9348461708955881,0.065153829
CA,STANISLAUS,99,300733,286145,14588,0.9515,0.0485,0.9514918549011914,0.048508145098808575
CA,SUTTER,101,56107,54251,1856,0.9669,0.0331,0.9669203486196019,0.033079651380398166
CA,TEHAMA,103,38677,37188,1489,0.9615,0.0385,0.9615016676577811,0.038498332
CA,TRINITY,105,7830,7177,653,0.9166,0.0834,0.91660281,0.08339719
CA,TULARE,107,223345,220107,3238,0.9855,0.0145,0.9855022498824688,0.014497750117531174
CA,TUOLUMNE,109,38353,35432,2921,0.9238,0.0762,0.9238390738664511,0.076160926
CA,VENTURA,111,521563,515854,5709,0.9891,0.0109,0.9890540548313435,0.010945945
CA,YOLO,113,131245,117505,13740,0.8953,0.1047,0.8953102975351442,0.1046897024648558
CA,YUBA,115,45422,44169,1253,0.9724,0.0276,0.972414249,0.027585751398000968
CO,ADAMS,1,320282,310057,10225,0.9681,0.0319,0.9680750088984083,0.031924991
CO,ALAMOSA,3,10324,10038,286,0.9723,0.0277,0.9722975590856258,0.027702440914374273
CO,ARAPAHOE,5,422784,409515,13269,0.9686,0.0314,0.9686151793823796,0.031384820617620345
CO,ARCHULETA,7,11293,11102,191,0.9831,0.0169,0.9830868679713096,0.016913132
CO,BACA,9,2522,2458,64,0.9746,0.0254,0.9746233148295004,0.025376685170499604
CO,BENT,11,2940,2844,96,0.9673,0.0327,0.9673469387755103,0.032653061
CO,BOULDER,13,230479,226112,4367,0.9811,0.0189,0.9810525036988186,0.018947496301181452
CO,BROOMFIELD,14,55009,53605,1404,0.9745,0.0255,0.9744769037793816,0.025523096220618446
CO,CHAFFEE,15,16726,16461,265,0.9842,0.0158,0.9841564032045916,0.015843596795408345
CO,CHEYENNE,17,1226,1216,10,0.9918,0.0082,0.9918433931484503,0.008156607
CO,CLEAR CREEK,19,7321,7240,81,0.9889,0.0111,0.9889359377134271,0.011064062286572873
CO,CONEJOS,21,5329,5268,61,0.9886,0.0114,0.9885531994745731,0.011446800525426909
CO,COSTILLA,23,2931,2893,38,0.987,0.013,0.987035142,0.012964858410098942
CO,CROWLEY,25,2227,2165,62,0.9722,0.0278,0.9721598563089358,0.027840144
CO,CUSTER,27,4554,4461,93,0.9796,0.0204,0.9795783926218709,0.020421607378129116
CO,DELTA,29,24080,23521,559,0.9768,0.0232,0.9767857142857143,0.023214285714285715
CO,DENVER,31,471878,456987,14891,0.9684,0.0316,0.9684431145338414,0.031556885466158625
CO,DOLORES,33,1694,1676,18,0.9894,0.0106,0.9893742621015348,0.010625737898465172
CO,DOUGLAS,35,284307,277805,6502,0.9771,0.0229,0.977130356,0.022869644433657983
CO,EAGLE,37,34826,34534,292,0.9916,0.0084,0.9916154597140068,0.00838454
CO,EL PASO,41,492263,478007,14256,0.971,0.029,0.9710398709632859,0.028960129036714116
CO,ELBERT,39,23690,23141,549,0.9768,0.0232,0.9768256648374841,0.023174335162515828
CO,FREMONT,43,31737,30942,795,0.975,0.025,0.9749503733812269,0.025049627
CO,GARFIELD,45,38661,37754,907,0.9765,0.0235,0.9765396652957761,0.023460334704223894
CO,GILPIN,47,4850,4782,68,0.986,0.014,0.985979381,0.014020618556701031
CO,GRAND,49,11922,11864,58,0.9951,0.0049,0.9951350444556283,0.004864956
CO,GUNNISON,51,12721,12499,222,0.9825,0.0175,0.9825485417813065,0.017451458
CO,HINSDALE,53,656,654,2,0.997,0.003,0.9969512195121951,0.00304878
CO,HUERFANO,55,5628,5477,151,0.9732,0.0268,0.9731698649609097,0.026830135039090264
CO,JACKSON,57,983,972,11,0.9888,0.0112,0.9888097660223805,0.011190233977619531
CO,JEFFERSON,59,429917,418482,11435,0.9734,0.0266,0.9734018426812617,0.026598157
CO,KIOWA,61,998,982,16,0.984,0.016,0.9839679358717435,0.016032064
CO,KIT CARSON,63,4699,4598,101,0.9785,0.0215,0.9785060651202383,0.021493935
CO,LA PLATA,67,42874,42001,873,0.9796,0.0204,0.9796380090497737,0.020361990950226245
CO,LAKE,65,5218,5064,154,0.9705,0.0295,0.9704867765427366,0.029513223
CO,LARIMER,69,268666,262551,6115,0.9772,0.0228,0.9772393976163712,0.022760602383628745
CO,LAS ANIMAS,71,10505,10272,233,0.9778,0.0222,0.9778200856734888,0.022179914326511185
CO,LINCOLN,73,3138,3090,48,0.9847,0.0153,0.9847036328871893,0.015296367112810707
CO,LOGAN,75,12603,12307,296,0.9765,0.0235,0.9765135285249543,0.023486471475045623
CO,MESA,77,114598,111579,3019,0.9737,0.0263,0.9736557357021938,0.026344264297806244
CO,MINERAL,79,827,822,5,0.994,0.006,0.9939540507859734,0.006045949
CO,MOFFAT,81,8890,8649,241,0.9729,0.0271,0.9728908886389201,0.027109111361079866
CO,MONTEZUMA,83,19710,19316,394,0.98,0.02,0.9800101471334348,0.019989852866565197
CO,MONTROSE,85,31262,30636,626,0.98,0.02,0.9799756893352952,0.020024310664704753
CO,MORGAN,87,18487,18089,398,0.9785,0.0215,0.9784713582517445,0.021528642
CO,OTERO,89,12349,12018,331,0.9732,0.0268,0.97319621,0.026803789780549033
CO,OURAY,91,4589,4544,45,0.9902,0.0098,0.9901939420353018,0.009806058
CO,PARK,93,14530,14322,208,0.9857,0.0143,0.9856847900894701,0.014315209910529939
CO,PHILLIPS,95,2852,2792,60,0.979,0.021,0.9789621318373072,0.021037868162692847
CO,PITKIN,97,13569,13391,178,0.9869,0.0131,0.9868818630702336,0.013118137
CO,PROWERS,99,7111,6931,180,0.9747,0.0253,0.9746871044860076,0.025312895513992406
CO,PUEBLO,101,115733,112556,3177,0.9725,0.0275,0.9725488840693666,0.027451116
